m1_source,m2_source,dL,z,likelihood,posterior
1.947112535313103576e+00,1.407754184110944884e+00,1.576036649971428290e+02,3.469805095714187382e-02,3.760451183526378931e-05,3.760451183526378931e-05
1.674435467383980303e+00,1.640576317085644664e+00,1.389784702694477687e+02,3.068749034370891332e-02,4.873610449276635705e-05,4.873610449276635705e-05
1.822834636087218962e+00,1.459451392057822261e+00,2.235318343156164360e+02,4.871713949611747307e-02,1.819719276435045356e-05,1.819719276435045356e-05
2.948167457124488688e+00,9.799006299236098227e-01,1.620887018253932013e+02,3.566043781671700275e-02,3.548620633655786449e-05,3.548620633655786449e-05
2.793414838590925875e+00,1.016177911463818750e+00,1.828461386738083263e+02,4.009773607153091501e-02,2.764903099760635319e-05,2.764903099760635319e-05
1.674840571205219009e+00,1.601656110758289620e+00,1.958181167473177595e+02,4.285691971846679327e-02,2.397974625120909039e-05,2.397974625120909039e-05
1.677784594028709053e+00,1.641739394491710913e+00,1.336245988397175211e+02,2.953048265409844580e-02,5.283828291955324787e-05,5.283828291955324787e-05
2.014821286243875686e+00,1.322673144611854035e+00,2.353474744125812776e+02,5.120117194810792915e-02,1.633837738386807742e-05,1.633837738386807742e-05
1.876585109326351919e+00,1.486719833915938871e+00,1.086770541252205220e+02,2.411338737604961160e-02,8.072873093004944074e-05,8.072873093004944074e-05
1.917461698588356134e+00,1.462132912516954875e+00,1.002472543367698563e+02,2.227338279584325370e-02,9.521839634802008688e-05,9.521839634802008688e-05
1.806056795816541216e+00,1.523207232752055162e+00,1.400292121110378787e+02,3.091436800159097151e-02,4.798631631591832091e-05,4.798631631591832091e-05
2.512313350019015346e+00,1.113578074997197298e+00,1.742291034577425251e+02,3.825908838076498564e-02,3.055955287844209443e-05,3.055955287844209443e-05
2.208099448099961393e+00,1.276143799235283094e+00,1.151239763725692029e+02,2.551731113418517771e-02,7.174347014647610625e-05,7.174347014647610625e-05
1.992284781990073750e+00,1.365825570535301958e+00,1.789573972929128729e+02,3.926854770433195474e-02,2.890979077943810012e-05,2.890979077943810012e-05
2.618740454044276689e+00,1.066470866702426079e+00,1.986921839457136514e+02,4.346701558172430535e-02,2.326381369659397133e-05,2.326381369659397133e-05
1.888591017877681688e+00,1.438509930844665829e+00,1.758898888467632560e+02,3.861388515910076091e-02,2.996469922667568153e-05,2.996469922667568153e-05
1.944787031983422843e+00,1.410567882339684109e+00,1.544928619174256710e+02,3.402988558551060805e-02,3.918473548048612089e-05,3.918473548048612089e-05
1.799100510314444845e+00,1.540664177225148368e+00,1.209464471461104296e+02,2.678283666286808765e-02,6.484201818076002540e-05,6.484201818076002540e-05
2.021770638025381484e+00,1.382098406677973346e+00,1.167029044893022274e+02,2.586070204102074166e-02,6.976856756800546577e-05,6.976856756800546577e-05
1.698860498313562895e+00,1.558352412157945288e+00,2.303593416427491150e+02,5.015363126011457978e-02,1.708765731434558336e-05,1.708765731434558336e-05
1.752397019946821954e+00,1.570438200599705292e+00,1.359487404439622367e+02,3.003296041532095909e-02,5.099731119292074300e-05,5.099731119292074300e-05
2.471792085249338022e+00,1.149750950392653737e+00,1.265703251857680698e+02,2.800293447962178342e-02,5.906733840692114667e-05,5.906733840692114667e-05
1.662671049617199026e+00,1.613538117073587852e+00,1.958293382838233754e+02,4.285930249899470856e-02,2.397688857604410670e-05,2.397688857604410670e-05
2.385898875846432343e+00,1.173276396176502034e+00,1.530922672134953189e+02,3.372869779549229202e-02,3.992824293214820820e-05,3.992824293214820820e-05
1.913497294654714853e+00,1.435427386260063498e+00,1.495625631708409173e+02,3.296941821891974378e-02,4.189663953778373357e-05,4.189663953778373357e-05
2.095472956020677291e+00,1.303858003844936997e+00,1.790642644504603993e+02,3.929135511516386459e-02,2.887402687699723529e-05,2.887402687699723529e-05
2.299127255713421913e+00,1.222363111963460813e+00,1.313820008113611095e+02,2.904517739567629223e-02,5.470906139257299231e-05,5.470906139257299231e-05
2.042663283133755669e+00,1.370603518074304139e+00,1.138127591354401460e+02,2.523203527999455520e-02,7.344694238422667216e-05,7.344694238422667216e-05
2.053535365112181932e+00,1.343395737957806979e+00,1.536083713172249929e+02,3.383968226086654651e-02,3.965187318374668624e-05,3.965187318374668624e-05
1.674010173759346909e+00,1.613275949453196079e+00,1.798596404949331884e+02,3.946110294628852461e-02,2.860987543822308342e-05,2.860987543822308342e-05
1.641237147613449521e+00,1.625654041656975801e+00,2.100481799526893667e+02,4.587187285475496923e-02,2.072073126210896294e-05,2.072073126210896294e-05
1.800404131958890819e+00,1.543043898532068026e+00,1.140973419263048925e+02,2.529399478389834227e-02,7.307218651868383364e-05,7.307218651868383364e-05
1.748097389899600618e+00,1.568087586527241895e+00,1.456716503595248184e+02,3.213148693767288455e-02,4.423640701230035631e-05,4.423640701230035631e-05
1.689990211547275134e+00,1.600970159318628072e+00,1.768524949567920714e+02,3.881932295238135766e-02,2.962766439505542371e-05,2.962766439505542371e-05
2.408739606962418733e+00,1.174436766343146754e+00,1.289753810046859996e+02,2.852419075325908493e-02,5.682734017492018435e-05,5.682734017492018435e-05
1.757948117638732155e+00,1.549549210096382357e+00,1.614948123561976274e+02,3.553309729622217833e-02,3.575647777342966628e-05,3.575647777342966628e-05
1.817601957183807793e+00,1.526831236717541618e+00,1.185912990364557658e+02,2.627120382788761255e-02,6.751029355187124258e-05,6.751029355187124258e-05
1.855517461163309401e+00,1.498719274531317147e+00,1.155890726844672685e+02,2.561846193555225235e-02,7.115324262788778008e-05,7.115324262788778008e-05
2.376076741667195957e+00,1.154799845306141881e+00,2.056353188870948827e+02,4.493822243426914831e-02,2.165824138343592242e-05,2.165824138343592242e-05
1.913359566652836463e+00,1.438251672501949630e+00,1.441569187972514499e+02,3.180485606765788564e-02,4.519951308692601291e-05,4.519951308692601291e-05
1.783446944008393986e+00,1.575453700582902350e+00,8.826327803800194260e+01,1.964908773955223453e-02,1.234634392703967839e-04,1.234634392703967839e-04
2.194625978402210631e+00,1.290458471749582614e+00,1.003984535469515578e+02,2.230643597214322302e-02,9.492567880698518006e-05,9.492567880698518006e-05
1.740904856929221589e+00,1.542095743620552462e+00,1.966021618957555859e+02,4.302340382799769297e-02,2.378127484457847381e-05,2.378127484457847381e-05
1.864400838599322041e+00,1.520187917715419834e+00,7.120582072783498973e+01,1.589635432384756478e-02,1.911041723605717976e-04,1.911041723605717976e-04
2.183072748501754923e+00,1.270530958699585877e+00,1.518803097542165972e+02,3.346807508448815249e-02,4.058848020898611283e-05,4.058848020898611283e-05
1.939414670401356400e+00,1.444402272836899481e+00,1.021270808648425543e+02,2.268412545758146520e-02,9.167165531486283654e-05,9.167165531486283654e-05
1.706066393711417106e+00,1.596225175567798304e+00,1.605760034110660399e+02,3.533608823076958561e-02,3.618061330748010142e-05,3.618061330748010142e-05
1.971451247005333141e+00,1.373546901012265842e+00,1.909464272858322715e+02,4.182200438964302908e-02,2.526909719170944822e-05,2.526909719170944822e-05
1.816005259777464742e+00,1.491006910814852926e+00,1.796974891366491534e+02,3.942649687338262154e-02,2.866343888751284288e-05,2.866343888751284288e-05
1.943890612624018743e+00,1.429580201835797926e+00,1.214286834524634742e+02,2.688759777217518063e-02,6.431490147454435320e-05,6.431490147454435320e-05
1.896415835300157671e+00,1.413009764257335155e+00,2.095549553912863985e+02,4.576751894188466063e-02,2.082253823353396639e-05,2.082253823353396639e-05
1.782292306357569966e+00,1.520668401243629786e+00,1.746432331814447707e+02,3.834761276709174049e-02,3.040961061540003953e-05,3.040961061540003953e-05
1.962788221615979323e+00,1.345775930997913816e+00,2.520221542604976435e+02,5.469308421415560589e-02,1.415370394556470662e-05,1.415370394556470662e-05
2.238742443911710733e+00,1.267449008367835139e+00,1.000290611582109221e+02,2.222568428214273528e-02,9.564317251689610582e-05,9.564317251689610582e-05
2.121911038120587456e+00,1.309131567270085839e+00,1.407469644252332728e+02,3.106934609186826068e-02,4.748386982835403749e-05,4.748386982835403749e-05
1.852184369027793043e+00,1.504785884048633893e+00,1.138729262972247227e+02,2.524513490377764888e-02,7.336747435306585066e-05,7.336747435306585066e-05
1.856688940827500245e+00,1.497547832859068118e+00,1.168953240286729454e+02,2.590255012733775133e-02,6.953339500241348186e-05,6.953339500241348186e-05
1.758174199630985646e+00,1.525723911017331069e+00,1.986563611460359766e+02,4.345942250446205302e-02,2.327254354272623941e-05,2.327254354272623941e-05
1.679924155282622955e+00,1.620323762131836931e+00,1.599966036997454069e+02,3.521185457342917297e-02,3.645188414512991909e-05,3.645188414512991909e-05
1.649058220534783459e+00,1.585645644444459323e+00,2.599400705155330229e+02,5.634545202861993701e-02,1.326298649888714234e-05,1.326298649888714234e-05
2.291705978117633435e+00,1.219167084792887268e+00,1.469671117658399169e+02,3.241050508511446326e-02,4.343649217596748445e-05,4.343649217596748445e-05
2.448965879312931193e+00,1.156180208418008393e+00,1.345250567763976335e+02,2.972516101933734070e-02,5.211357581022309107e-05,5.211357581022309107e-05
2.552135713116272964e+00,1.086362392725586989e+00,2.040635952996316291e+02,4.460555142438914211e-02,2.200717116327505243e-05,2.200717116327505243e-05
2.416411545981144826e+00,1.213580802994020269e+00,4.303258943416885529e+01,9.652150703894784439e-03,5.297384290591677274e-04,5.297384290591677274e-04
2.731546818476271454e+00,1.059665551343035528e+00,1.202584081276801413e+02,2.663336693222414717e-02,6.560520011496243542e-05,6.560520011496243542e-05
2.027520618222709903e+00,1.346963840873954599e+00,1.737135401627937483e+02,3.814888155018560101e-02,3.074774155605747452e-05,3.074774155605747452e-05
2.476105767059476381e+00,1.190818970168120217e+00,3.856296280951507782e+01,8.656160143407682847e-03,6.609565647778954363e-04,6.609565647778954363e-04
2.395303878498967087e+00,1.161060033543658498e+00,1.727619537250092208e+02,3.794547039512852910e-02,3.109958003953637562e-05,3.109958003953637562e-05
2.240659132868983328e+00,1.222996769674891793e+00,1.887530671146995758e+02,4.135545810419115342e-02,2.588294899331953231e-05,2.588294899331953231e-05
2.369831643326474779e+00,1.161239189638231917e+00,1.973483221389144830e+02,4.318184345854342993e-02,2.359461904054052967e-05,2.359461904054052967e-05
2.224396531508867181e+00,1.201555327111930360e+00,2.520099811126075906e+02,5.469053951490886883e-02,1.415513960685314778e-05,1.415513960685314778e-05
1.906179708859048416e+00,1.436609892338272632e+00,1.547499675703765547e+02,3.408517430193670067e-02,3.905046486695484007e-05,3.905046486695484007e-05
2.392603684362328842e+00,1.130247747653768897e+00,2.467651028929838048e+02,5.359413965389771273e-02,1.479400302617164520e-05,1.479400302617164520e-05
2.079278848282701819e+00,1.338225911559363324e+00,1.326693685775514666e+02,2.932385382778796012e-02,5.362342632565067659e-05,5.362342632565067659e-05
2.046417378034435242e+00,1.343305148946119409e+00,1.589270614316609738e+02,3.498222964798355233e-02,3.696054855915082023e-05,3.696054855915082023e-05
2.739998091554670001e+00,1.037663928713783879e+00,1.680803973339459674e+02,3.694411121745803939e-02,3.291963448263400863e-05,3.291963448263400863e-05
1.778471538831740473e+00,1.546271175887874660e+00,1.393888922667625536e+02,3.077610923924384637e-02,4.844119544240206181e-05,4.844119544240206181e-05
1.736050550523571046e+00,1.582139517630613446e+00,1.400936953579897306e+02,3.092829131506531423e-02,4.794085686464522202e-05,4.794085686464522202e-05
1.650048834392794150e+00,1.625089140011655386e+00,1.987780168555986222e+02,4.348520890894230079e-02,2.324291614705746703e-05,2.324291614705746703e-05
2.132567328707909660e+00,1.271225289249866330e+00,2.034806611420240188e+02,4.448199145316001496e-02,2.213867789910528607e-05,2.213867789910528607e-05
1.817720621698841965e+00,1.499573380512100984e+00,1.607360115485286940e+02,3.537039683626733849e-02,3.610622138785294499e-05,3.610622138785294499e-05
1.965945875992261449e+00,1.388153165068836348e+00,1.690772666261841266e+02,3.715753411724258271e-02,3.251921169936396292e-05,3.251921169936396292e-05
2.030992671981654230e+00,1.357730433331537867e+00,1.492471980516298515e+02,3.290150644575708105e-02,4.207941564490470598e-05,4.207941564490470598e-05
2.161595388479868429e+00,1.261172086212381416e+00,1.911809215694555633e+02,4.187188330986051782e-02,2.520473497805325285e-05,2.520473497805325285e-05
1.683581037647872369e+00,1.606100996498141198e+00,1.763145042712046973e+02,3.870450587600805792e-02,2.981533996355131345e-05,2.981533996355131345e-05
2.469760453454555194e+00,1.159767165382959764e+00,1.079073576693481868e+02,2.394563116436758399e-02,8.191134485451988159e-05,8.191134485451988159e-05
2.512001269114393587e+00,1.102989169446758178e+00,1.996375461671563869e+02,4.366739658077564701e-02,2.303515532579667065e-05,2.303515532579667065e-05
2.085188800412762333e+00,1.321496784782263401e+00,1.553737337723828205e+02,3.421920809525218904e-02,3.872750828118263605e-05,3.872750828118263605e-05
1.799416429325518818e+00,1.550010807319333717e+00,1.051074101423478595e+02,2.333483682163678408e-02,8.643661593041243737e-05,8.643661593041243737e-05
1.713667651942963666e+00,1.569789187366446015e+00,1.884170959660978895e+02,4.128399419531649656e-02,2.597890257511050404e-05,2.597890257511050404e-05
2.298026610192303476e+00,1.202339567138605458e+00,1.750480205396457336e+02,3.843414012899473015e-02,3.026409189580532715e-05,3.026409189580532715e-05
2.353394578869359322e+00,1.212603685193893277e+00,1.006891771616490843e+02,2.236999013277418333e-02,9.436657509893568816e-05,9.436657509893568816e-05
2.086925944008623190e+00,1.333093034435959501e+00,1.342385926319869327e+02,2.966322767513356051e-02,5.234253067438948351e-05,5.234253067438948351e-05
2.470836372579209961e+00,1.134528443107312823e+00,1.647749651176859800e+02,3.623642069496207235e-02,3.430045098733508268e-05,3.430045098733508268e-05
2.067100608266964734e+00,1.353975512816472992e+00,1.165100836121728065e+02,2.581876667033945749e-02,7.000541088962498220e-05,7.000541088962498220e-05
2.105310742781401512e+00,1.271462418928144711e+00,2.334258872559042857e+02,5.079777830484981382e-02,1.662123928802854204e-05,1.662123928802854204e-05
2.583436168928449295e+00,1.133405909268929923e+00,6.832492932725212142e+01,1.526052478091821304e-02,2.078196518345991654e-04,2.078196518345991654e-04
2.108392968287781777e+00,1.294467940556677243e+00,1.840068754626421139e+02,4.034505178779357326e-02,2.728832528212421412e-05,2.728832528212421412e-05
1.662730848923693605e+00,1.640534214115259903e+00,1.555159247450517626e+02,3.424974138324406864e-02,3.865443836016657902e-05,3.865443836016657902e-05
1.960931164593350484e+00,1.385821357689725586e+00,1.793509574758454619e+02,3.935254066330284156e-02,2.877840287462554790e-05,2.877840287462554790e-05
2.255195498673253418e+00,1.209673712670563006e+00,2.020556243327059178e+02,4.417993760220295663e-02,2.246503972946340799e-05,2.246503972946340799e-05
1.719668679102004605e+00,1.527681319209670097e+00,2.507478397207356124e+02,5.442669894727713426e-02,1.430515163416485416e-05,1.430515163416485416e-05
2.179649387723629594e+00,1.290315887381866755e+00,1.150494321200503265e+02,2.550109898481589532e-02,7.183874206465981388e-05,7.183874206465981388e-05
1.805555937153837665e+00,1.529737245332229767e+00,1.306851095117977195e+02,2.889432137299778602e-02,5.531031587344012674e-05,5.531031587344012674e-05
1.752195369506945211e+00,1.576521287719507169e+00,1.257067041464148929e+02,2.781575883019733395e-02,5.990354541611178250e-05,5.990354541611178250e-05
1.755211690743594177e+00,1.544813781687147225e+00,1.712806358237039603e+02,3.762882382121061908e-02,3.165915164255500200e-05,3.165915164255500200e-05
1.672155067217724778e+00,1.614512975850687537e+00,1.798433375281342137e+02,3.945762359425843135e-02,2.861525417031479963e-05,2.861525417031479963e-05
1.927984265859916002e+00,1.378195252237203627e+00,2.365375668511712774e+02,5.145100486510502391e-02,1.616670109981308345e-05,1.616670109981308345e-05
2.474841495875680142e+00,1.132291932315781846e+00,1.661456473197379751e+02,3.652989446747333807e-02,3.371772507670650322e-05,3.371772507670650322e-05
2.001828466092129055e+00,1.367940775401943698e+00,1.635341903788009290e+02,3.597037640682127640e-02,3.484079583038603921e-05,3.484079583038603921e-05
2.123973516466210132e+00,1.329423646286572502e+00,9.956731299841014504e+01,2.212474299208083001e-02,9.655139560842291040e-05,9.655139560842291040e-05
2.681374899250976274e+00,1.034701339726042058e+00,2.233540919632720261e+02,4.867967654109437575e-02,1.822746776524237280e-05,1.822746776524237280e-05
2.465483246223145297e+00,1.101854113193899920e+00,2.437298027790110098e+02,5.295858896370145980e-02,1.518307891649845826e-05,1.518307891649845826e-05
1.778671512845906300e+00,1.544563520123020783e+00,1.410204758862829806e+02,3.112840307164261786e-02,4.729444165785486514e-05,4.729444165785486514e-05
2.666776485681356945e+00,1.084378342814163343e+00,1.117922002219027462e+02,2.479211820872424810e-02,7.619129782404118853e-05,7.619129782404118853e-05
1.677608030444042830e+00,1.649828018870819202e+00,1.213233357947736835e+02,2.686471202645862588e-02,6.442951217850798203e-05,6.442951217850798203e-05
2.453080397649999078e+00,1.188122921679642952e+00,6.342006575218405118e+01,1.417652948621705815e-02,2.417238399843769524e-04,2.417238399843769524e-04
1.717128459722152334e+00,1.601218943387153093e+00,1.370183028347764491e+02,3.026419904322666735e-02,5.018172607913685046e-05,5.018172607913685046e-05
1.841419037534644199e+00,1.450480115162050776e+00,2.134040583301793106e+02,4.658086315455402249e-02,2.004697321108508192e-05,2.004697321108508192e-05
1.852624419237462350e+00,1.521863174198911484e+00,8.370895577091778250e+01,1.864914481288132420e-02,1.375329837513973976e-04,1.375329837513973976e-04
2.062474198343685394e+00,1.345342531256217500e+00,1.382125877699133412e+02,3.052211991604585409e-02,4.929354760517712955e-05,4.929354760517712955e-05
1.793131695020017347e+00,1.516900508421908711e+00,1.661652938487678171e+02,3.653410065501356413e-02,3.370947863344055838e-05,3.370947863344055838e-05
2.021601429900489411e+00,1.342147657286383522e+00,1.875153497738048998e+02,4.109218514271689021e-02,2.623903377575727717e-05,2.623903377575727717e-05
1.747818583855396124e+00,1.581605371608665322e+00,1.235032995067534785e+02,2.733777219512166859e-02,6.211782881271714894e-05,6.211782881271714894e-05
2.415855355572146923e+00,1.170443111023964144e+00,1.322401555232385988e+02,2.923094210067083559e-02,5.398182400694763298e-05,5.398182400694763298e-05
1.922509848515177255e+00,1.392021101278385631e+00,2.152600463495472525e+02,4.697280681616808340e-02,1.968802242664725519e-05,1.968802242664725519e-05
2.488044597831555738e+00,1.141575434872782013e+00,1.310279921576060076e+02,2.896854516116177669e-02,5.501327725470862910e-05,5.501327725470862910e-05
2.538961087255360294e+00,1.137713952835622822e+00,9.561443409745329802e+01,2.126008996618826072e-02,1.048770184383344695e-04,1.048770184383344695e-04
1.804495904644940030e+00,1.480668213840060421e+00,2.129801018996007826e+02,4.649133292373800602e-02,2.013030821231057133e-05,2.013030821231057133e-05
1.849326946768582003e+00,1.476794932384171810e+00,1.579402024773552569e+02,3.477031711870270936e-02,3.743919854888667410e-05,3.743919854888667410e-05
1.926211725443842449e+00,1.415365392704894587e+00,1.690187161311341697e+02,3.714499885656730171e-02,3.254253205544585151e-05,3.254253205544585151e-05
1.826526029199651902e+00,1.485852876431451364e+00,1.721507091715351976e+02,3.781481073489423306e-02,3.132870606304487927e-05,3.132870606304487927e-05
1.987691035880301937e+00,1.399367236925281865e+00,1.243621844325544288e+02,2.752414184304208603e-02,6.124056348513236400e-05,6.124056348513236400e-05
1.666516648834422298e+00,1.654668694243717653e+00,1.301601257591823639e+02,2.878067816789534397e-02,5.576971095308598834e-05,5.576971095308598834e-05
1.966418558381696435e+00,1.390237390063220113e+00,1.655246816448312472e+02,3.639694996207312738e-02,3.397990361357154903e-05,3.397990361357154903e-05
1.775896290635877284e+00,1.531179840971946815e+00,1.649725479458802226e+02,3.627874191211472032e-02,3.421554321835724918e-05,3.421554321835724918e-05
2.424463557566158389e+00,1.146406062570435980e+00,1.799612796193119664e+02,3.948279459898614008e-02,2.857637579615346837e-05,2.857637579615346837e-05
2.512118840699334665e+00,1.120489569100888705e+00,1.615037825735383308e+02,3.553502067120079683e-02,3.575237307297661780e-05,3.575237307297661780e-05
2.122765977787810510e+00,1.318256157597405664e+00,1.214157665090513092e+02,2.688479169286740397e-02,6.432893798064023253e-05,6.432893798064023253e-05
2.223105559538133491e+00,1.219551175319369074e+00,2.153488074444583162e+02,4.699155119823589244e-02,1.967109186594926055e-05,1.967109186594926055e-05
2.078344503363116491e+00,1.320885392569235650e+00,1.633932122456088791e+02,3.594014817448137195e-02,3.490298021720574933e-05,3.490298021720574933e-05
2.651109533322081102e+00,1.087141457013888646e+00,1.175465853847730386e+02,2.604418876515040768e-02,6.874605965015591737e-05,6.874605965015591737e-05
1.993331128911971062e+00,1.374246694005186509e+00,1.635325052541567743e+02,3.597001508596880254e-02,3.484153815279587255e-05,3.484153815279587255e-05
1.998361209454726284e+00,1.403541644338859307e+00,1.049585562022968332e+02,2.330236051905624009e-02,8.668746505557181636e-05,8.668746505557181636e-05
2.101578445922610339e+00,1.328817753183989092e+00,1.228895611631456433e+02,2.720459696340272321e-02,6.275610909550269887e-05,6.275610909550269887e-05
2.063403708272558923e+00,1.359937603689111763e+00,1.089757989079066078e+02,2.417849913877221854e-02,8.027651114264479999e-05,8.027651114264479999e-05
1.900750679536672427e+00,1.418250005432271976e+00,1.954238431819361210e+02,4.277319968834490671e-02,2.408046928777104749e-05,2.408046928777104749e-05
2.194365928039176517e+00,1.239050993516574106e+00,2.050546007448666330e+02,4.481535708011095964e-02,2.178621449136155266e-05,2.178621449136155266e-05
2.201401052540383319e+00,1.272754169278522918e+00,1.278868486144563548e+02,2.828826926944092920e-02,5.782536401137150392e-05,5.782536401137150392e-05
2.004127421483874461e+00,1.360591344831521221e+00,1.744595633818231022e+02,3.830835150336762973e-02,3.047597764915472562e-05,3.047597764915472562e-05
2.318173755075406461e+00,1.226252936606339716e+00,1.056116013678154530e+02,2.344483906135665791e-02,8.559488064866574702e-05,8.559488064866574702e-05
1.982010195632268879e+00,1.359677838837161978e+00,2.024649970426381458e+02,4.426670911764958583e-02,2.237056837568850894e-05,2.237056837568850894e-05
2.515867668181120287e+00,1.130030758898631804e+00,1.335470634806047769e+02,2.951371956462429252e-02,5.290137840584139769e-05,5.290137840584139769e-05
2.315719090748430187e+00,1.199344091015745128e+00,1.638625774651243319e+02,3.604078846944438336e-02,3.469657638533542353e-05,3.469657638533542353e-05
