m1_source,m2_source,dL,z,likelihood,posterior
1.803966359558475840e+00,1.043640080978036400e+00,4.525257418068880355e+01,1.022510504583760797e-02,4.785693275317925727e-04,4.785693275317925727e-04
1.673689644830907097e+00,1.116736985280780470e+00,4.587228628695015686e+01,1.036513291164250540e-02,4.655990866259300336e-04,4.655990866259300336e-04
1.698291355060161933e+00,1.106062970558604919e+00,3.741904077343804147e+01,8.455068679521927921e-03,7.023412107660655058e-04,7.023412107660655058e-04
1.669046886011419817e+00,1.118900105808499523e+00,4.755007238192025198e+01,1.074423928019989545e-02,4.330018804675482861e-04,4.330018804675482861e-04
1.418409267270555496e+00,1.307240053507009003e+00,4.639669306630465684e+01,1.048362593668543050e-02,4.550284528223325358e-04,4.550284528223325358e-04
1.484880894483451064e+00,1.261559324680166627e+00,2.536460805085660652e+01,5.731293444897224247e-03,1.536743276170774103e-03,1.536743276170774103e-03
1.900812774158596508e+00,9.967762987994979174e-01,4.348175451438190464e+01,9.824977154042447564e-03,5.187478238111792794e-04,5.187478238111792794e-04
1.750695660029403466e+00,1.072625594891870371e+00,4.382404159962974433e+01,9.902319083553859716e-03,5.105990551401342475e-04,5.105990551401342475e-04
2.253386909557052231e+00,8.613267334640984929e-01,4.451638422831865682e+01,1.005875827478723908e-02,4.946893430131250446e-04,4.946893430131250446e-04
1.618996717544337827e+00,1.152418611891333988e+00,4.487802492043878289e+01,1.014047327404921962e-02,4.866711879120850246e-04,4.866711879120850246e-04
1.734134277250165113e+00,1.082611404191063720e+00,4.276932173257397807e+01,9.663998465780487129e-03,5.363424219657572396e-04,5.363424219657572396e-04
1.931706555147221671e+00,9.880857377035460187e-01,3.142064490707520008e+01,7.099693235128930018e-03,9.987524058977751296e-04,9.987524058977751296e-04
1.606581648477088731e+00,1.162238754939649565e+00,4.231836358098087914e+01,9.562101622235088041e-03,5.479432143907385150e-04,5.479432143907385150e-04
1.619285912341239531e+00,1.152014652760598556e+00,4.464868322771648224e+01,1.008865206957779669e-02,4.917333762585724246e-04,4.917333762585724246e-04
1.428385349165540497e+00,1.301788987443705858e+00,4.031216667134972198e+01,9.108788755176856419e-03,6.043738670336448130e-04,6.043738670336448130e-04
1.489765110791355207e+00,1.253483885194686120e+00,3.299223927503363996e+01,7.454804912039444606e-03,9.052354766930446319e-04,9.052354766930446319e-04
1.601464773689716736e+00,1.167383392829616451e+00,3.875960041706001391e+01,8.757976600771075898e-03,6.542102821632989236e-04,6.542102821632989236e-04
1.651654153114679779e+00,1.132030474590804969e+00,4.258485991528328896e+01,9.622318152717804912e-03,5.410429862322931396e-04,5.410429862322931396e-04
1.717171510235257825e+00,1.090703107626253665e+00,4.580556770700622593e+01,1.035005742697036636e-02,4.669701416747157785e-04,4.669701416747157785e-04
1.588434477419959245e+00,1.173126808026693446e+00,4.524360907123094933e+01,1.022307932271326360e-02,4.787608961163780999e-04,4.787608961163780999e-04
