q, m, likelihood
5.803158049299767640e+00,2.792016866111148410e+00,1.000000000000000000e+00
5.924477978946322665e+00,2.210992092912150042e+00,1.000000000000000000e+00
5.772214059531386887e+00,1.469443263565245239e+00,1.000000000000000000e+00
5.772214059531386887e+00,1.469443263565245239e+00,1.000000000000000000e+00
5.856343541032587474e+00,2.907033690086955779e+00,1.000000000000000000e+00
5.812419572068593610e+00,1.589432828053742641e+00,1.000000000000000000e+00
5.775533497820730666e+00,2.725970748338890637e+00,1.000000000000000000e+00
5.817977237975049398e+00,2.132301158987440104e+00,1.000000000000000000e+00
5.701823636274203189e+00,1.703048373113699165e+00,1.000000000000000000e+00
5.954679876082524359e+00,1.211375806581819203e+00,1.000000000000000000e+00
5.823756554940397123e+00,2.464101294293516986e+00,1.000000000000000000e+00
5.688776107301140250e+00,2.308390082926431219e+00,1.000000000000000000e+00
5.920709515326064931e+00,2.666296007090118714e+00,1.000000000000000000e+00
5.914645345022287337e+00,2.115835621900549857e+00,1.000000000000000000e+00
5.915443786653487912e+00,1.668853495217840877e+00,1.000000000000000000e+00
5.954679876082524359e+00,1.211375806581819203e+00,1.000000000000000000e+00
5.772214059531386887e+00,1.469443263565245239e+00,1.000000000000000000e+00
5.817977237975049398e+00,2.132301158987440104e+00,1.000000000000000000e+00
5.770963790765651247e+00,2.551814736102337111e+00,1.000000000000000000e+00
5.731739260565550609e+00,1.405828678704899914e+00,1.000000000000000000e+00
5.795064805607588632e+00,1.953496011471379967e+00,1.000000000000000000e+00
5.966700213639632544e+00,2.083353709704741874e+00,1.000000000000000000e+00
5.800661596527890040e+00,2.708598282729913986e+00,1.000000000000000000e+00
5.914645345022287337e+00,2.115835621900549857e+00,1.000000000000000000e+00
6.069001203047208470e+00,1.707544922587809877e+00,1.000000000000000000e+00
5.954679876082524359e+00,1.211375806581819203e+00,1.000000000000000000e+00
5.916320906772704724e+00,2.766136931959865208e+00,1.000000000000000000e+00
5.856343541032587474e+00,2.907033690086955779e+00,1.000000000000000000e+00
5.781424381811202551e+00,1.652336836874516601e+00,1.000000000000000000e+00
5.817977237975049398e+00,2.132301158987440104e+00,1.000000000000000000e+00
5.992470209739394704e+00,2.180790049343941384e+00,1.000000000000000000e+00
5.785645439216920316e+00,2.237474987253626146e+00,1.000000000000000000e+00
5.781259519973950489e+00,2.853446369956411655e+00,1.000000000000000000e+00
5.696602760863264336e+00,2.885541074864374167e+00,1.000000000000000000e+00
5.715813333043513467e+00,1.840080810614740159e+00,1.000000000000000000e+00
6.064285117556319271e+00,2.717060629684707962e+00,1.000000000000000000e+00
5.850588771302675184e+00,2.681187102283132617e+00,1.000000000000000000e+00
5.966700213639632544e+00,2.083353709704741874e+00,1.000000000000000000e+00
5.824436765463313570e+00,1.632666355103877587e+00,1.000000000000000000e+00
5.966700213639632544e+00,2.083353709704741874e+00,1.000000000000000000e+00
6.041098460085853716e+00,1.477734679322010747e+00,1.000000000000000000e+00
5.920709515326064931e+00,2.666296007090118714e+00,1.000000000000000000e+00
5.914645345022287337e+00,2.115835621900549857e+00,1.000000000000000000e+00
5.855928655554063944e+00,1.030432912509013921e+00,1.000000000000000000e+00
5.951664307207771287e+00,2.745870919048660319e+00,1.000000000000000000e+00
5.803158049299767640e+00,2.792016866111148410e+00,1.000000000000000000e+00
5.755442766656910791e+00,2.347341254669849775e+00,1.000000000000000000e+00
5.935844136590970876e+00,2.998778903160440379e+00,1.000000000000000000e+00
5.855928655554063944e+00,1.030432912509013921e+00,1.000000000000000000e+00
5.795064805607588632e+00,1.953496011471379967e+00,1.000000000000000000e+00
5.892468494005849600e+00,2.364959011729624638e+00,1.000000000000000000e+00
5.807148458037547201e+00,1.267879010100292803e+00,1.000000000000000000e+00
5.781424381811202551e+00,1.652336836874516601e+00,1.000000000000000000e+00
