q, m, likelihood
1.731299265356527712e+02,1.516013335002088569e+00,1.000000000000000000e+00
1.739672704667085270e+02,1.240971970551425940e+00,1.000000000000000000e+00
1.766714092710801083e+02,1.858630917780397240e+00,1.000000000000000000e+00
1.770709057588815938e+02,2.675157529371337883e+00,1.000000000000000000e+00
1.764803321653943158e+02,1.665841450515778366e+00,1.000000000000000000e+00
1.765347076864328812e+02,2.381886488163065252e+00,1.000000000000000000e+00
1.722999398087733027e+02,2.168744244942503840e+00,1.000000000000000000e+00
1.739672704667085270e+02,1.240971970551425940e+00,1.000000000000000000e+00
1.753473690045258309e+02,1.696452415019430227e+00,1.000000000000000000e+00
1.754675697523912277e+02,1.051633239545335385e+00,1.000000000000000000e+00
1.717757204600004002e+02,2.329571946984843045e+00,1.000000000000000000e+00
1.773793821891073605e+02,2.209990073385231124e+00,1.000000000000000000e+00
1.705021167271481204e+02,2.338768087033169962e+00,1.000000000000000000e+00
1.766714092710801083e+02,1.858630917780397240e+00,1.000000000000000000e+00
1.716028474229063931e+02,2.879186842471032293e+00,1.000000000000000000e+00
1.769971593395001435e+02,2.917729396967261302e+00,1.000000000000000000e+00
1.773302180042602458e+02,2.223699975145748908e+00,1.000000000000000000e+00
1.763263716804056855e+02,2.616939481577226889e+00,1.000000000000000000e+00
1.732208147742905453e+02,1.282074631803121312e+00,1.000000000000000000e+00
1.764083400120195506e+02,1.687076319949780912e+00,1.000000000000000000e+00
1.754166823932240504e+02,2.638667826194834642e+00,1.000000000000000000e+00
1.753151688795373673e+02,2.887775028767582519e+00,1.000000000000000000e+00
1.745506366733808363e+02,2.525242136998279818e+00,1.000000000000000000e+00
1.772462223242651191e+02,1.955056290366033345e+00,1.000000000000000000e+00
1.739125372857509149e+02,2.839462719544319391e+00,1.000000000000000000e+00
1.774519985470908807e+02,1.773829116797522421e+00,1.000000000000000000e+00
1.732208147742905453e+02,1.282074631803121312e+00,1.000000000000000000e+00
1.773302180042602458e+02,2.223699975145748908e+00,1.000000000000000000e+00
1.784907807884682711e+02,1.245245207099327622e+00,1.000000000000000000e+00
1.753860673552148057e+02,2.013601373980600684e+00,1.000000000000000000e+00
1.716028474229063931e+02,2.879186842471032293e+00,1.000000000000000000e+00
1.753473690045258309e+02,1.696452415019430227e+00,1.000000000000000000e+00
1.744296419934642586e+02,1.514048111167036303e+00,1.000000000000000000e+00
1.773302180042602458e+02,2.223699975145748908e+00,1.000000000000000000e+00
1.751734155693447974e+02,2.417429445951542633e+00,1.000000000000000000e+00
1.760609371728668009e+02,2.420905113285416022e+00,1.000000000000000000e+00
1.763263716804056855e+02,2.616939481577226889e+00,1.000000000000000000e+00
1.781276028494692980e+02,1.133509308749279132e+00,1.000000000000000000e+00
1.713591771538652324e+02,1.103783046998205952e+00,1.000000000000000000e+00
1.727349177668656921e+02,2.212805328274658478e+00,1.000000000000000000e+00
1.769251571512845658e+02,1.912559932060639456e+00,1.000000000000000000e+00
1.783488856642048006e+02,2.607874911233313941e+00,1.000000000000000000e+00
1.781276028494692980e+02,1.133509308749279132e+00,1.000000000000000000e+00
1.765347076864328812e+02,2.381886488163065252e+00,1.000000000000000000e+00
1.764803321653943158e+02,1.665841450515778366e+00,1.000000000000000000e+00
1.778141379654722414e+02,2.812301960159496073e+00,1.000000000000000000e+00
1.764803321653943158e+02,1.665841450515778366e+00,1.000000000000000000e+00
1.739672704667085270e+02,1.240971970551425940e+00,1.000000000000000000e+00
1.761978346008351366e+02,1.638394229174986227e+00,1.000000000000000000e+00
1.773302180042602458e+02,2.223699975145748908e+00,1.000000000000000000e+00
1.741816474482377828e+02,2.052796352851198769e+00,1.000000000000000000e+00
1.710133663424869610e+02,2.906710853994185051e+00,1.000000000000000000e+00
1.694960409740334342e+02,1.925178335179408950e+00,1.000000000000000000e+00
1.739367390708461869e+02,2.896229079908493098e+00,1.000000000000000000e+00
