q, m, likelihood
1.751583248420136556e+02,1.055533763036303974e+00,1.000000000000000000e+00
1.740668871163760798e+02,2.411148041788362839e+00,1.000000000000000000e+00
1.785146487147184189e+02,1.046794834182998013e+00,1.000000000000000000e+00
1.790449914295824669e+02,2.501881750620565725e+00,1.000000000000000000e+00
1.765347076864328812e+02,2.381886488163065252e+00,1.000000000000000000e+00
1.713090837006104152e+02,2.675730029658816900e+00,1.000000000000000000e+00
1.740668871163760798e+02,2.411148041788362839e+00,1.000000000000000000e+00
1.760609371728668009e+02,2.420905113285416022e+00,1.000000000000000000e+00
1.755357056363757522e+02,1.719841546011029454e+00,1.000000000000000000e+00
1.753473690045258309e+02,1.696452415019430227e+00,1.000000000000000000e+00
1.753226536924782977e+02,1.328717585654592082e+00,1.000000000000000000e+00
1.710133663424869610e+02,2.906710853994185051e+00,1.000000000000000000e+00
1.744296419934642586e+02,1.514048111167036303e+00,1.000000000000000000e+00
1.748805947127925151e+02,2.454497875697480236e+00,1.000000000000000000e+00
1.819074180262661855e+02,1.502428541258450378e+00,1.000000000000000000e+00
1.766893820390586143e+02,1.564750875660453788e+00,1.000000000000000000e+00
1.764083400120195506e+02,1.687076319949780912e+00,1.000000000000000000e+00
1.753226536924782977e+02,1.328717585654592082e+00,1.000000000000000000e+00
1.731299265356527712e+02,1.516013335002088569e+00,1.000000000000000000e+00
1.746247404443110725e+02,2.979813848104896579e+00,1.000000000000000000e+00
1.741816474482377828e+02,2.052796352851198769e+00,1.000000000000000000e+00
1.745506366733808363e+02,2.525242136998279818e+00,1.000000000000000000e+00
1.754220470330988064e+02,1.343496524627751709e+00,1.000000000000000000e+00
1.740668871163760798e+02,2.411148041788362839e+00,1.000000000000000000e+00
1.760697563235383711e+02,1.738120889373592215e+00,1.000000000000000000e+00
1.751734155693447974e+02,2.417429445951542633e+00,1.000000000000000000e+00
1.765347076864328812e+02,2.381886488163065252e+00,1.000000000000000000e+00
1.744346109180612245e+02,1.966506329875303161e+00,1.000000000000000000e+00
1.721585225915490014e+02,1.838862101742757549e+00,1.000000000000000000e+00
1.722821890303671353e+02,2.999608736680573262e+00,1.000000000000000000e+00
1.771439514290110253e+02,2.189989622116198298e+00,1.000000000000000000e+00
1.758196883228556544e+02,2.510896147528401290e+00,1.000000000000000000e+00
1.727349177668656921e+02,2.212805328274658478e+00,1.000000000000000000e+00
1.754220470330988064e+02,1.343496524627751709e+00,1.000000000000000000e+00
1.739125372857509149e+02,2.839462719544319391e+00,1.000000000000000000e+00
1.713591771538652324e+02,1.103783046998205952e+00,1.000000000000000000e+00
1.760697563235383711e+02,1.738120889373592215e+00,1.000000000000000000e+00
1.729933269044411759e+02,2.439911986979793390e+00,1.000000000000000000e+00
1.716028474229063931e+02,2.879186842471032293e+00,1.000000000000000000e+00
1.753473690045258309e+02,1.696452415019430227e+00,1.000000000000000000e+00
1.753151688795373673e+02,2.887775028767582519e+00,1.000000000000000000e+00
1.735702103941819416e+02,2.649909378724019327e+00,1.000000000000000000e+00
1.735569516494203981e+02,2.586742979978373214e+00,1.000000000000000000e+00
1.725182983810370843e+02,1.419188532190026608e+00,1.000000000000000000e+00
1.813533639290780286e+02,2.031567007534313518e+00,1.000000000000000000e+00
1.766893820390586143e+02,1.564750875660453788e+00,1.000000000000000000e+00
