q, m, likelihood
6.837188199755898665e+01,1.312900890547710864e+00,1.000000000000000000e+00
6.951993001177820020e+01,1.373054468956670604e+00,1.000000000000000000e+00
6.943624369344972536e+01,2.669170402605121950e+00,1.000000000000000000e+00
6.874065922586616750e+01,1.737676803587238528e+00,1.000000000000000000e+00
6.843068980001599755e+01,1.386068172102290275e+00,1.000000000000000000e+00
6.919969396283869401e+01,1.218610644406852961e+00,1.000000000000000000e+00
6.874065922586616750e+01,1.737676803587238528e+00,1.000000000000000000e+00
7.045674216851536187e+01,1.233663459945196328e+00,1.000000000000000000e+00
6.931540473433032901e+01,1.089328859808239569e+00,1.000000000000000000e+00
6.888436286411237575e+01,1.702612493411991279e+00,1.000000000000000000e+00
6.950112725497326949e+01,2.280538270306991855e+00,1.000000000000000000e+00
6.874642051679542476e+01,2.950258869799733397e+00,1.000000000000000000e+00
6.899047572477965673e+01,1.854786548228043008e+00,1.000000000000000000e+00
6.943624369344972536e+01,2.669170402605121950e+00,1.000000000000000000e+00
6.887669205053553867e+01,1.539722894027106381e+00,1.000000000000000000e+00
6.970789595024859864e+01,1.056880153097742081e+00,1.000000000000000000e+00
6.940435925226201164e+01,2.116207053377289871e+00,1.000000000000000000e+00
6.950182142243208716e+01,1.389159055033923895e+00,1.000000000000000000e+00
6.930559556854018410e+01,1.898825601309434230e+00,1.000000000000000000e+00
6.954948345164115153e+01,2.464364340761501460e+00,1.000000000000000000e+00
6.950112725497326949e+01,2.280538270306991855e+00,1.000000000000000000e+00
6.950112725497326949e+01,2.280538270306991855e+00,1.000000000000000000e+00
6.784800787691187907e+01,1.642916898101940859e+00,1.000000000000000000e+00
6.828931906379803252e+01,1.947721427232427471e+00,1.000000000000000000e+00
6.943624369344972536e+01,2.669170402605121950e+00,1.000000000000000000e+00
6.828931906379803252e+01,1.947721427232427471e+00,1.000000000000000000e+00
6.854519324704901351e+01,1.015944102625818246e+00,1.000000000000000000e+00
6.828931906379803252e+01,1.947721427232427471e+00,1.000000000000000000e+00
6.971051991457648001e+01,2.374843153016144903e+00,1.000000000000000000e+00
6.930559556854018410e+01,1.898825601309434230e+00,1.000000000000000000e+00
6.935808650261165553e+01,1.024729367958001403e+00,1.000000000000000000e+00
6.943814748515163160e+01,1.474899664233632723e+00,1.000000000000000000e+00
7.000624062579160523e+01,1.103815153773427538e+00,1.000000000000000000e+00
6.950112725497326949e+01,2.280538270306991855e+00,1.000000000000000000e+00
