mu,sigma,mmin,mmax,log_like,log_detfrac,weight
1.615152756582875382e+00,1.868285813520595973e+00,1.093820486014633664e+00,1.662757345503407924e+00,8.666504529968943871e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.214839082355497091e+00,2.244425167950366284e-01,1.143747626800424744e+00,2.937233253357118379e+00,9.096639127684501602e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.226035439431621521e+00,2.645469064544208049e-01,1.156178555158636989e+00,1.564263122017440777e+00,9.256952348399578057e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.360503770935337364e+00,1.101506581355365111e-01,1.027956472398748877e+00,2.954883799853362802e+00,9.237739120811623650e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.335547432690583181e+00,7.525437973592798979e-01,1.141823758303264880e+00,1.664878356111629376e+00,8.836127468193701873e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.328990327514224745e+00,1.152973681120701976e-01,1.015806071510047204e+00,2.075487597562323483e+00,9.260910856033322602e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.240485926917271664e+00,3.586582987679580170e-01,1.076506714032425371e+00,1.593838126720417359e+00,8.883188726251079004e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.186928848240920820e+00,1.057427171743033689e+00,1.114224921742085428e+00,1.574232792551214066e+00,8.954920181801577428e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.123526160253063289e+00,2.977194536696757265e-01,1.044223395157469092e+00,2.378978100178923416e+00,8.568797910229659465e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.299379318760718105e+00,1.224124799440148570e-01,1.170503304787491761e+00,2.668621118414014060e+00,9.402478880533946892e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.308997089512778489e+00,9.341000274679071846e-02,1.014055862816097831e+00,2.380948464572878454e+00,9.302105239294040473e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.348253351557923585e+00,2.145863724807955397e-01,1.065765451364134364e+00,2.970320103297749981e+00,8.790796449007821423e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.306753988721573556e+00,1.206430076879091290e-01,1.098374641001746532e+00,2.995094618023268485e+00,9.256822645840468056e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.275311882043927314e+00,1.248896840471257208e-01,1.161376679836172654e+00,2.680783023732054460e+00,9.358271989762877752e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.181297831094267226e+00,2.343458080740139227e-01,1.164868733833241299e+00,2.568861895924753114e+00,9.198200745268296430e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.343748084345632199e+00,1.138294555168272437e-01,1.125227769212248097e+00,1.968668094309630412e+00,9.305125252142880754e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.059972243677235193e+00,6.716311253058058206e-01,1.057848963902462636e+00,1.563773621693098415e+00,8.778549065285130837e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.544909710478910458e+00,8.786014534958462852e-01,1.147541505114619387e+00,1.567689141570860478e+00,9.094218854133045227e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.180214232289704235e+00,1.758790141630505455e-01,1.167604357438668972e+00,2.349676743733186690e+00,9.281277706119216475e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.271849132545562977e+00,1.268008346122229124e-01,1.150059796635792830e+00,1.687659731735120072e+00,9.304734252026980812e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.349114612643914635e+00,8.542946820619350123e-02,1.154135195967837424e+00,2.302543374751286454e+00,9.340938886011966247e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.308584003805127960e+00,7.854326001418847347e-02,1.117386352010777406e+00,2.332103071411678386e+00,9.280535912207162141e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.361302020943024438e+00,8.775999416918786600e-02,1.132960569314243937e+00,2.331668474984492700e+00,9.273735591730421390e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.338246055197636064e+00,1.108264790253579019e-01,1.145117429446544044e+00,2.642614155660008457e+00,9.349628800461150036e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.185561952251621420e+00,2.004215044369357102e-01,1.154105918570779821e+00,1.870899710918168202e+00,9.194250444493813745e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.275488377375345816e+00,4.183833675370045579e-01,1.175191660948200045e+00,1.556211295469164479e+00,9.072018829142476193e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.330942537683615257e+00,1.065710000940628954e-01,1.062298563114211669e+00,1.595628389118946444e+00,9.321771735075172671e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.280037098983848765e+00,1.266932086664142032e-01,1.155520308380178385e+00,2.510556775087516623e+00,9.340949150835213288e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.331539296318879906e+00,1.059191220994001453e-01,1.120365844225408747e+00,2.895801980686166122e+00,9.344743524474209551e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.340822392002432251e+00,1.030356634207450772e-01,1.061492925311157576e+00,2.702356874999559899e+00,9.318687445819196569e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.283546602846369344e+00,1.629915541917945632e-01,1.173605404692576126e+00,1.572034690077037222e+00,9.340183232558787552e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.306442247021997849e+00,7.459532080676889443e-02,1.125721075687114325e+00,2.625182658326078666e+00,9.234253451026630444e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.341603153743162968e+00,9.640989561456886348e-02,1.110697312842162443e+00,2.696716608763527923e+00,9.348436183576262692e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.582412515105208639e+00,9.584797083698619602e-01,1.084457853232843272e+00,1.593062655152800433e+00,8.853429443234648488e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.306406812695380282e+00,1.590595765774206471e-01,1.088549393256773579e+00,1.825998555488862030e+00,9.093596762892066465e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.373069539131790862e+00,1.925808657047938688e+00,1.169992781443470076e+00,1.593818655766594983e+00,9.140538493957107846e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.309113764310378514e+00,1.115478637629488678e-01,1.005006526809903544e+00,2.362490212073661056e+00,9.245592874778849080e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.063645140877332418e+00,1.789465535427687604e+00,1.037950255236751218e+00,1.683934779253436043e+00,8.470277307397874722e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.103583265737412944e+00,4.973678564925341217e-01,1.098161754069448159e+00,1.571941702535270657e+00,8.923843564415533081e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.340490548923060965e+00,9.592948895897962514e-02,1.081654827179185707e+00,1.806843335091584457e+00,9.343122196271092150e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.298312017105794025e+00,1.156744737247571986e-01,1.081930343173671538e+00,2.268771262202821326e+00,9.232623573203551359e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.316576940601427159e+00,8.885812499949699572e-02,1.038900779433775234e+00,2.514164822564362911e+00,9.333419252826617196e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.147779085466436033e+00,1.875847849423551705e-01,1.142056319617119398e+00,1.646588151616351414e+00,9.079824241216209657e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.593652925168502321e+00,1.939101425775217935e+00,1.121734970622306538e+00,1.607415365569939247e+00,8.921281583669036763e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.229443673665198355e+00,1.884207980332018195e+00,1.114141960842047530e+00,1.583817292597864856e+00,8.981507477845207177e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.327960198501630495e+00,1.831839038957444044e-01,1.173519322522528219e+00,2.087381571438268857e+00,9.129742436297382824e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.341834099490543775e+00,9.513108823992900975e-02,1.063331336292248297e+00,1.972779052358209384e+00,9.339909248684871557e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.267926360130753771e+00,1.204096811076440093e-01,1.051296596702096409e+00,1.779599290009794554e+00,9.049191252874986446e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.332342815191958074e+00,7.132793285899069469e-02,1.114697950822241657e+00,2.218857948397988444e+00,9.281751929074374630e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.322823671292755909e+00,1.661728378866455247e-01,1.074275857382994914e+00,2.400908603570345523e+00,9.036446152732919757e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.298501766648001210e+00,1.139313463148011185e-01,1.023529212644258779e+00,1.578131310347887117e+00,9.208202142663554923e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.330682794208939868e+00,8.314036230398862137e-02,1.047602045752985100e+00,1.640355060855727354e+00,9.352194698073935797e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.344280110862246413e+00,9.742145424354206606e-02,1.177126414628399509e+00,2.179706949684316442e+00,9.256971856487096773e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.239005802354049557e+00,1.917813686843842236e-01,1.167611706961470208e+00,2.417697454638601862e+00,9.273742453690316268e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.333200628816869182e+00,1.342737523188320958e-01,1.169618068127708632e+00,2.291271843458895230e+00,9.326415130936526054e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.305915268591059997e+00,8.032547666609479720e-02,1.117026015429984698e+00,1.647557502497778437e+00,9.277938969480922538e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.248637525143815763e+00,1.381292720446200273e-01,1.168286774069090095e+00,2.929399950474385950e+00,9.348581200845350736e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.336237934395946070e+00,8.448435675098864284e-02,1.121478459458085775e+00,2.578843683517280994e+00,9.360857953989446401e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.441326423442663485e+00,1.285784454648397190e+00,1.097584957678426898e+00,1.577851048254646393e+00,8.876669791975857038e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.344482838040329753e+00,9.105960045712402362e-02,1.093711412250291337e+00,1.695831085444635233e+00,9.343222344080280095e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.347511280911032561e+00,8.987172964690492982e-02,1.171302808948050389e+00,2.974991494358614208e+00,9.352541087167764999e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.291501960902678769e+00,1.152382735297145383e-01,1.104361010680436239e+00,1.606584980821690545e+00,9.245868589439938035e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.344005707929992299e+00,9.267983359855061498e-02,1.152458572958336980e+00,2.063173465969171616e+00,9.370605364726975495e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.330167218994491529e+00,1.991165039895405608e-01,1.142779573676205640e+00,2.050483235777149638e+00,9.036945358337605683e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.261797703637144830e+00,1.898649389079293814e-01,1.168956148938565809e+00,1.908807968995050786e+00,9.261746985002993426e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.295296452277757471e+00,1.254035332405855629e-01,1.026178670604790399e+00,2.216634998106667087e+00,9.145902857299905975e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.326174046484223767e+00,8.261295815639178863e-02,1.152248330890320416e+00,2.971704487835985287e+00,9.377190123208191608e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.344431502910309995e+00,1.188982092676607177e-01,1.170685391764969108e+00,1.873715554114218751e+00,9.340612555471975043e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.352808992095664298e+00,1.022597339369666347e-01,1.173934545412801178e+00,1.726750223872674406e+00,9.302330781398799786e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.317581120330230782e+00,1.027550927671932596e-01,1.000794984954096911e+00,2.471766822355943916e+00,9.304238781210571574e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.290626185364429634e+00,2.234550011948330805e-01,1.149257447785897002e+00,1.796032479049541442e+00,9.062926992578832142e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.315181325639788179e+00,1.300018058332328141e-01,1.146206818214026146e+00,2.604147130716766512e+00,9.320370604389064795e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.314676589972161747e+00,1.413855965739880260e-01,1.082614645875078718e+00,2.599849374352760201e+00,9.160094595595450073e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.330698238837630276e+00,9.284985720521905794e-02,1.101575353023449333e+00,1.776658722746589536e+00,9.361797677775892623e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.338703126238105501e+00,1.364185356707446894e-01,1.160887170202688834e+00,1.983143538763392666e+00,9.295003073090593659e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.384352894420324498e+00,1.232795791799140700e-01,1.087657954155604179e+00,2.844683924585050150e+00,9.091874791477233941e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.346385219785150023e+00,1.441609399456825757e-01,1.025181397642214165e+00,2.747971445344373986e+00,9.091004433715566790e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.248598356708931156e+00,1.854181009025004934e-01,1.094735099780361764e+00,1.875745681315414082e+00,8.989708227729281020e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.308649026361489831e+00,1.087209541582359607e-01,1.045280853903473028e+00,1.871275450203167434e+00,9.265150176189764863e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.327622050543693755e+00,3.366512012743603233e-01,1.101131378212818701e+00,1.573410388579736807e+00,8.977040498877921948e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.213432331857738911e+00,2.150969304231076240e-01,1.177900333020408752e+00,1.932217926111765127e+00,9.116610409531701009e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.369741398411873368e+00,1.451103230244320530e-01,1.155804052807339444e+00,2.010994634073968168e+00,9.147708356520701045e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.367683965262583623e+00,9.565768358426721130e-02,1.142700854930387866e+00,2.888654165637064342e+00,9.250648872732354278e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.355917493759976722e+00,9.821384131116964733e-01,1.174143322266120171e+00,1.580110400254071568e+00,9.152491180853712649e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.390215911725917630e+00,1.308019772557548421e+00,1.144968055217992386e+00,1.580178324723311656e+00,9.098408018438486522e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.253440812134524629e+00,1.944504446202334202e+00,1.169615722457911344e+00,1.616657116552926210e+00,9.061704514213377593e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.303119947362352038e+00,1.461976301887785989e-01,1.167964503569914658e+00,2.197783681864717842e+00,9.344123598198349612e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.251314800758282164e+00,1.422359529479782503e-01,1.171291247991756101e+00,1.743343251361157975e+00,9.352366637391051540e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.294100763447035174e+00,1.040324619722212240e+00,1.154172178496068790e+00,1.561609735767806706e+00,9.134377004222011465e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.275666927558668506e+00,1.625477376145047226e-01,1.131510081339056839e+00,1.715245389494052475e+00,9.187104074237926454e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.315039549916714456e+00,2.315392659937241526e-01,1.154743805040166382e+00,1.626077685722219002e+00,9.162206022811095352e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.221747202540630184e+00,3.614784576398719640e-01,1.147452211687214119e+00,1.995410785467422343e+00,8.760041947012823016e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.294862469550162709e+00,1.142731098740566026e-01,1.091903207826122602e+00,2.824472683966178899e+00,9.236231904540802873e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.336252932817269645e+00,1.000683103340786750e-01,1.170046535007313260e+00,1.879848071985317670e+00,9.399234724338569436e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.375492683179243558e+00,8.955236373525275739e-02,1.135049680043277442e+00,2.197638052575570100e+00,9.173036552916310882e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.359898000073000768e+00,9.306973464110558647e-02,1.168965255441922757e+00,2.927866587236127138e+00,9.306102404460064292e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.331342080908597403e+00,1.328303429095912813e-01,1.125132713666156858e+00,2.738139397784506990e+00,9.252117623119448808e+01,0.000000000000000000e+00,1.000000000000000000e+00
