mu,sigma,mmin,mmax,log_like,log_detfrac,weight
1.822120921720806974e+00,1.499189385084592319e+00,1.135412110734999036e+00,2.410571061779998914e+00,-3.735337446514327553e+01,1.538351709948841517e+00,1.000000000000000000e+00
1.915676372929363325e+00,1.321400555413694278e+00,1.022543010797462015e+00,2.244527545771338506e+00,-3.631155983930375442e+01,1.419965085664247617e+00,1.000000000000000000e+00
1.265714189188139827e+00,5.923299277233102789e-01,1.184367794909320759e+00,2.485420365624336991e+00,-3.594417185603248299e+01,1.434723011917149016e+00,1.000000000000000000e+00
1.416303927195894596e+00,1.656310900279565068e-01,1.186060430052460868e+00,2.838228660516496138e+00,-3.629249683496208689e+01,1.201850611899437871e+00,1.000000000000000000e+00
1.470073185707347685e+00,3.449855207665324941e-01,1.158503645413425431e+00,2.432539616679005423e+00,-3.537652310611882456e+01,1.363597955718049093e+00,1.000000000000000000e+00
1.768872375366174587e+00,1.253651282396896605e+00,1.054762156176156429e+00,2.364270980677013245e+00,-3.689820291068920710e+01,1.487902497580096739e+00,1.000000000000000000e+00
1.690409573402503973e+00,8.231174631166919831e-01,1.043147947651903440e+00,2.306692902580607107e+00,-3.644267280666819886e+01,1.445836392502219736e+00,1.000000000000000000e+00
1.443056574336827769e+00,5.853441409053303790e-01,1.168348427301696413e+00,2.270953392482437661e+00,-3.588622933583017272e+01,1.419862687408839586e+00,1.000000000000000000e+00
1.348257377803305790e+00,7.621439362758544167e-01,1.105546576931278224e+00,2.091908472702749489e+00,-3.530687562673691104e+01,1.360131186065353548e+00,1.000000000000000000e+00
1.844752054235514249e+00,1.275635376683777800e+00,1.110676434207007679e+00,2.379568301848689060e+00,-3.713896386917536319e+01,1.515610078501129721e+00,1.000000000000000000e+00
1.905499886158148692e+00,1.497304646264913774e+00,1.250481247107315008e+00,2.085021252047713602e+00,-3.576389659070317606e+01,1.455519205564605567e+00,1.000000000000000000e+00
1.587611303105729288e+00,3.856710882865934664e-01,1.001908025488885023e+00,2.158464825884879090e+00,-3.549443374021758046e+01,1.376888832362313630e+00,1.000000000000000000e+00
1.705437346329949921e+00,1.678157841491792368e+00,1.288775083338810745e+00,1.998794012545902055e+00,-3.546795967615280887e+01,1.415807849882123381e+00,1.000000000000000000e+00
1.337541691627893714e+00,1.572170757440577438e+00,1.028372714136699617e+00,2.205431338525253082e+00,-3.593531716568558920e+01,1.383227440754510651e+00,1.000000000000000000e+00
1.876002035957953451e+00,4.469428324084858684e-01,1.073874763639976360e+00,2.365219778096673053e+00,-3.771118160407625197e+01,1.553522282299412138e+00,1.000000000000000000e+00
1.998411957957689777e+00,1.647624443556530149e+00,1.020194814318219567e+00,2.055112488135711679e+00,-3.529567766045124699e+01,1.342203903021429001e+00,1.000000000000000000e+00
1.600052748473941744e+00,3.491650115022819634e-01,1.185905280011495311e+00,1.931028343028742711e+00,-3.519025232659801361e+01,1.381375203094594051e+00,1.000000000000000000e+00
1.320045992687415515e+00,1.586151520447383056e+00,1.303977344516829007e+00,1.664247121374518024e+00,-3.639255835932805638e+01,1.172599738482148712e+00,1.000000000000000000e+00
1.359094639405892035e+00,1.294930641580911868e+00,1.115657366272996054e+00,2.341263788107967869e+00,-3.653049922137024907e+01,1.465662720227683069e+00,1.000000000000000000e+00
1.415639098867476076e+00,1.637286581829655585e+00,1.066172433222609461e+00,1.944752519129717694e+00,-3.499551500576145457e+01,1.319309773485424442e+00,1.000000000000000000e+00
1.275141027457180165e+00,6.289847236842464051e-01,1.045900019505060508e+00,2.133292532273186382e+00,-3.535683744365454118e+01,1.316382092470219867e+00,1.000000000000000000e+00
1.489114916602734651e+00,9.223417671176696864e-01,1.093488640697220626e+00,1.697876350700457948e+00,-3.649047548358331028e+01,1.156819990850928903e+00,1.000000000000000000e+00
1.152406312890332130e+00,1.998285282359144599e+00,1.096656788145077721e+00,2.128193081607377302e+00,-3.560897015692453493e+01,1.391063717326506799e+00,1.000000000000000000e+00
1.413095456644329451e+00,3.729755513562235114e-01,1.083599922127455928e+00,2.923315643266961139e+00,-3.530487927103197876e+01,1.328942192099398234e+00,1.000000000000000000e+00
1.496798201640493264e+00,5.154633702204050039e-01,1.133157053446461449e+00,2.694428452844523481e+00,-3.641933226817688762e+01,1.473396179646848880e+00,1.000000000000000000e+00
1.615463770000658883e+00,1.994268122448608072e-01,1.054136522073026550e+00,2.823352150152738993e+00,-3.585634400114498987e+01,1.419782670358727295e+00,1.000000000000000000e+00
1.634118925458505345e+00,5.831323021941635654e-01,1.308525622584264525e+00,1.915551839603262030e+00,-3.559263537177960046e+01,1.421651363181152261e+00,1.000000000000000000e+00
1.342542611608978920e+00,5.044385848948963469e-01,1.131062873339382380e+00,2.088664216894894121e+00,-3.508088773915657299e+01,1.335299220578744173e+00,1.000000000000000000e+00
1.582543833132213251e+00,1.707846838386485988e+00,1.014748786996786167e+00,1.938481818242594024e+00,-3.511025636252487914e+01,1.283546362826397891e+00,1.000000000000000000e+00
1.671130906251061976e+00,9.881403414802000240e-01,1.319336005258357369e+00,2.056135830544494336e+00,-3.608889280964088897e+01,1.457616610040805005e+00,1.000000000000000000e+00
1.339529208272587812e+00,3.579098125028703503e-01,1.053399040973526546e+00,1.915358481262460000e+00,-3.544516145999650547e+01,1.230095667163695783e+00,1.000000000000000000e+00
1.998967192983948538e+00,1.808272616959304191e+00,1.239831535167636556e+00,2.432520838559296905e+00,-3.816809675219351305e+01,1.595720308261399101e+00,1.000000000000000000e+00
1.258782126049312611e+00,1.110542951610704598e+00,1.135865897635846666e+00,2.068838383262504799e+00,-3.523457290502062733e+01,1.373917772773583623e+00,1.000000000000000000e+00
1.555170124344186444e+00,5.688673547457905322e-01,1.139018315202975584e+00,2.348742535749555493e+00,-3.624690110319606617e+01,1.457608273482656092e+00,1.000000000000000000e+00
1.673541804590304327e+00,1.706779648554664242e+00,1.134152137142944605e+00,2.698349601566380151e+00,-3.874745206215201421e+01,1.654024308363196694e+00,1.000000000000000000e+00
1.354615203454552219e+00,4.935854575176155112e-01,1.143398913061677957e+00,2.660594119218675502e+00,-3.581187866021934951e+01,1.402436450248693456e+00,1.000000000000000000e+00
1.321200891850339953e+00,1.329239448620562314e+00,1.246228605362171393e+00,2.050324043911229577e+00,-3.532196611740049264e+01,1.420676448655121105e+00,1.000000000000000000e+00
1.392512832317392091e+00,4.598196582684568323e-01,1.149858431175048379e+00,2.183781392088613771e+00,-3.532490371564836096e+01,1.355008572694563984e+00,1.000000000000000000e+00
1.838941425909573324e+00,1.473080042763503128e+00,1.119147382437825078e+00,1.990911395139298268e+00,-3.500055901213892184e+01,1.348555166630150071e+00,1.000000000000000000e+00
1.303235636718603541e+00,1.550554538985807529e+00,1.047822894575288988e+00,1.969782649873778713e+00,-3.502462875284860644e+01,1.308423008241538010e+00,1.000000000000000000e+00
1.316743640182006070e+00,9.949015444081917847e-01,1.004415347955116555e+00,2.036915081064219368e+00,-3.520527737618345299e+01,1.297756558587403797e+00,1.000000000000000000e+00
1.338137016717557026e+00,1.496821364179403702e+00,1.242929488673733873e+00,1.949584720673775751e+00,-3.508935930060027886e+01,1.399292093214575150e+00,1.000000000000000000e+00
1.419606876788096272e+00,8.900913055802350815e-01,1.211650161252106006e+00,1.925596716296326116e+00,-3.502210827736102772e+01,1.373847865212956876e+00,1.000000000000000000e+00
1.484143957104621769e+00,1.458929294134325261e+00,1.259327351449137877e+00,1.920287468121570251e+00,-3.516371869133234185e+01,1.396541926857066906e+00,1.000000000000000000e+00
1.480327720159506644e+00,6.244550702433887546e-01,1.031281595573870113e+00,2.331482121601959445e+00,-3.604417145974144887e+01,1.400021438131207496e+00,1.000000000000000000e+00
1.754376745305106677e+00,6.478278180891017257e-01,1.239448439943862779e+00,1.935031683724726559e+00,-3.529852509190543941e+01,1.405681481065119920e+00,1.000000000000000000e+00
1.368998150253751156e+00,1.728362890093907644e+00,1.141409940327464456e+00,1.926522508390668964e+00,-3.497559267956818729e+01,1.339342862531492928e+00,1.000000000000000000e+00
1.672229516783324321e+00,1.447699453933307234e+00,1.030149863507163754e+00,2.580747320235428077e+00,-3.778001506439323975e+01,1.566000781463238845e+00,1.000000000000000000e+00
1.478737062616351183e+00,1.581989910983386594e+00,1.128442990670751822e+00,2.111723635180053460e+00,-3.559601659160130538e+01,1.402682442990253131e+00,1.000000000000000000e+00
1.432158630182823522e+00,9.843325557613864518e-01,1.292356858942758091e+00,2.054279880233973010e+00,-3.567288341467427415e+01,1.437788958795945149e+00,1.000000000000000000e+00
1.379637149370238847e+00,7.092164240120343299e-01,1.300203064733589819e+00,1.919366254670027416e+00,-3.529555015101568927e+01,1.398269257884686922e+00,1.000000000000000000e+00
1.468988421831682878e+00,1.382176712413133668e+00,1.262667265980941922e+00,2.086192099895373797e+00,-3.572045134123234789e+01,1.453235424102413686e+00,1.000000000000000000e+00
1.570891595135406771e+00,1.829745734847690875e+00,1.262439752185978703e+00,1.946838508132993750e+00,-3.515775411176478826e+01,1.404034409576508047e+00,1.000000000000000000e+00
1.769941137303488565e+00,1.011476932233547066e+00,1.208711095868297614e+00,1.880461843797963661e+00,-3.549190556170596267e+01,1.381182591344083388e+00,1.000000000000000000e+00
1.301665718102749336e+00,1.254970735424672190e+00,1.202838493706200884e+00,2.176390928402505143e+00,-3.592278085522549702e+01,1.448181030369758648e+00,1.000000000000000000e+00
1.331809704158984697e+00,6.103931930855852617e-01,1.291056878634899929e+00,2.113978044878558116e+00,-3.563044498909877689e+01,1.429554989665601017e+00,1.000000000000000000e+00
1.978423002126616037e+00,1.130413786157424383e+00,1.091858404049657949e+00,2.433237849375470052e+00,-3.755952522746476063e+01,1.553523036641457855e+00,1.000000000000000000e+00
1.376083176074116787e+00,2.320129123013634498e-01,1.016551861334348494e+00,1.714863929500333839e+00,-3.737798702438121268e+01,1.130061414385067131e+00,1.000000000000000000e+00
1.464260103320419670e+00,1.216388704615827709e+00,1.034417898653990919e+00,2.116107832559326329e+00,-3.559563391090762963e+01,1.361271977235875008e+00,1.000000000000000000e+00
2.286867165343959840e+00,1.990963323131021978e+00,1.154277285821710075e+00,2.461594854204584681e+00,-3.800126264002307153e+01,1.584702195961632309e+00,1.000000000000000000e+00
1.502957282372156866e+00,1.582514832255000226e+00,1.251571302096491811e+00,2.319980584137133928e+00,-3.707644539783292004e+01,1.523686463842785610e+00,1.000000000000000000e+00
1.433332971465171912e+00,3.414889086947172081e-01,1.051954078354632172e+00,2.557821607027086053e+00,-3.530554242494913808e+01,1.312226712046668409e+00,1.000000000000000000e+00
1.515482193142880352e+00,2.384787817780509300e-01,1.332776023599018700e+00,2.725066438369950994e+00,-3.628050381430992388e+01,1.387575321289575392e+00,1.000000000000000000e+00
1.459661794765492626e+00,8.369367817507884499e-01,1.238491751028698573e+00,1.875427094995035571e+00,-3.558571065482276197e+01,1.379537935130845661e+00,1.000000000000000000e+00
1.317984519185760872e+00,1.200012758312478667e+00,1.089561423616472569e+00,1.739723489041707483e+00,-3.616763082256792217e+01,1.203164878396807635e+00,1.000000000000000000e+00
1.806589429035460492e+00,1.473715497612557490e+00,1.108335565585032878e+00,2.185548766782118069e+00,-3.601850671844519525e+01,1.422640545484600505e+00,1.000000000000000000e+00
1.723762618235021193e+00,1.660621202014287423e+00,1.042195545454825512e+00,2.022179005430007948e+00,-3.515604492094023925e+01,1.327982440411510590e+00,1.000000000000000000e+00
1.178232305897578325e+00,1.618879581010131297e+00,1.169346484244411899e+00,2.192023608574216631e+00,-3.602176354876216635e+01,1.430328707680333489e+00,1.000000000000000000e+00
1.224343511712800758e+00,8.005190397552367498e-01,1.051909996705250760e+00,2.839670026230198818e+00,-3.694090540106055442e+01,1.500308865912703959e+00,1.000000000000000000e+00
1.694625707404259218e+00,1.873622039218784785e+00,1.070966457377420911e+00,2.362906002980580844e+00,-3.687258751313321170e+01,1.490526335288245630e+00,1.000000000000000000e+00
1.311675525698287492e+00,2.480859741275570352e-01,1.215489148634542271e+00,2.247806485584483038e+00,-3.550919573962943332e+01,1.228896635262509029e+00,1.000000000000000000e+00
1.740907615564741828e+00,1.928798468989647352e+00,1.108396189906537321e+00,2.352044068315869207e+00,-3.691828847284629234e+01,1.499899569436756952e+00,1.000000000000000000e+00
1.668951075047918398e+00,5.660175072214760350e-01,1.211660581759430810e+00,2.230747697325172307e+00,-3.642513213446186882e+01,1.476505884371382304e+00,1.000000000000000000e+00
1.410060666474434843e+00,1.051944571582956955e+00,1.222112702959893937e+00,2.139841292662655103e+00,-3.583854416060317760e+01,1.443242385714434972e+00,1.000000000000000000e+00
1.624408420984148060e+00,7.564250822137037478e-01,1.220184039544234045e+00,1.869905711462391595e+00,-3.565247366857459355e+01,1.385590734256304302e+00,1.000000000000000000e+00
1.155888189839233249e+00,1.850093558102540392e+00,1.085238686529675922e+00,1.888243202197870785e+00,-3.522964950343387613e+01,1.298969346721357443e+00,1.000000000000000000e+00
1.472566430026285067e+00,8.700230463071445541e-01,1.158119255334871811e+00,1.973817855602995941e+00,-3.505078890479050813e+01,1.349574274266426066e+00,1.000000000000000000e+00
1.601866326649796335e+00,1.571291255130569553e+00,1.274057853589317890e+00,2.065924806250775791e+00,-3.577519755737232288e+01,1.448005088537196450e+00,1.000000000000000000e+00
1.191553356442446532e+00,9.542741602578879156e-01,1.157214297913137457e+00,1.877007536225515860e+00,-3.550315424523076757e+01,1.313558536729132475e+00,1.000000000000000000e+00
1.131843094341180134e+00,1.544879368925261787e+00,1.023249459994834298e+00,2.198798734562577462e+00,-3.589174154016347984e+01,1.365997529314793013e+00,1.000000000000000000e+00
1.159396113845825527e+00,1.549496771728959832e+00,1.085797024488315277e+00,1.912749859915134021e+00,-3.498185132666519337e+01,1.304893791104347223e+00,1.000000000000000000e+00
1.746744422255610774e+00,1.650678692507749457e+00,1.035603321158100609e+00,2.183269771289313432e+00,-3.596141583989364676e+01,1.393954770962914980e+00,1.000000000000000000e+00
1.912396993521123134e+00,5.541226261452109059e-01,1.188085368205875403e+00,2.045683042498177340e+00,-3.595286923821300462e+01,1.445021672088065978e+00,1.000000000000000000e+00
1.378994738131337883e+00,1.144217837349836175e+00,1.047692128687256030e+00,1.923470255040789834e+00,-3.502513156008355821e+01,1.295902208033468561e+00,1.000000000000000000e+00
1.292682171850799255e+00,1.000470299363074522e+00,1.164128153367812946e+00,2.222740616124629920e+00,-3.597719310912430757e+01,1.424359419639208202e+00,1.000000000000000000e+00
1.280444491595668755e+00,5.792477693980714326e-01,1.208877907256655115e+00,1.709197814303318186e+00,-3.610380899563813273e+01,1.223837702586105358e+00,1.000000000000000000e+00
1.344738184346266463e+00,5.659452714754746872e-01,1.240451360235014899e+00,1.738477417967625893e+00,-3.607285480604659256e+01,1.271952883354893427e+00,1.000000000000000000e+00
1.439188316365137554e+00,1.592798667542855373e+00,1.213838041695079140e+00,2.065177800885550141e+00,-3.545672042111566213e+01,1.421045157957939509e+00,1.000000000000000000e+00
1.183088392606623795e+00,8.240211420554618416e-01,1.015808884483599073e+00,1.968447981869908325e+00,-3.513334295776635230e+01,1.261366277174584383e+00,1.000000000000000000e+00
1.039388987648616647e+00,5.423498706798958180e-01,1.035163284664219807e+00,1.865974701107929290e+00,-3.638479090235496471e+01,1.182877341760109946e+00,1.000000000000000000e+00
1.824545099202134368e+00,5.482102838265874301e-01,1.007069530041148075e+00,1.947095219952247325e+00,-3.511319751826538749e+01,1.365076909152564744e+00,1.000000000000000000e+00
1.156194474000273864e+00,3.930575090348428779e-01,1.018525123611162320e+00,2.644838834409969586e+00,-3.597646639978017191e+01,1.174445820796618634e+00,1.000000000000000000e+00
1.647880633773122883e+00,1.727204837514210167e-01,1.105826141146578623e+00,1.908815972087036572e+00,-3.666535702996689849e+01,1.447911147661134379e+00,1.000000000000000000e+00
1.410715559342979208e+00,3.981566270209510594e-01,1.211461347732031957e+00,2.043512832926929423e+00,-3.496277501571232449e+01,1.352646504891980905e+00,1.000000000000000000e+00
1.558650854763684590e+00,1.213086215668378820e+00,1.044405299450050117e+00,1.999427841896254998e+00,-3.503397563080857680e+01,1.313115191607036492e+00,1.000000000000000000e+00
1.442142976635549356e+00,1.325513523080310563e+00,1.257271866879386080e+00,1.903611573926870859e+00,-3.509976562013772394e+01,1.382076294875446365e+00,1.000000000000000000e+00
1.375973317368276438e+00,5.299729563091006845e-01,1.103929752460264035e+00,2.215318314049865123e+00,-3.540200298689062208e+01,1.352841141978774031e+00,1.000000000000000000e+00
1.214916275308588034e+00,1.756529472465421460e+00,1.205593649104388598e+00,1.961639755134965579e+00,-3.503990027791596162e+01,1.385803176694172523e+00,1.000000000000000000e+00
1.370303432942274080e+00,1.820224697738786590e+00,1.097781516501284971e+00,1.775525981065379844e+00,-3.577644183163383929e+01,1.234473823014124338e+00,1.000000000000000000e+00
1.499902533657059056e+00,8.186586470881295208e-01,1.250472768625761955e+00,1.861743989070937300e+00,-3.561476869872646489e+01,1.379387725730696124e+00,1.000000000000000000e+00
1.723881130180580312e+00,3.864204170524546123e-01,1.020441700702030108e+00,1.771428334961723250e+00,-3.570356763652080190e+01,1.297891896661157674e+00,1.000000000000000000e+00
1.613012325915563761e+00,6.160573130905429018e-01,1.137801929414076874e+00,1.672734256789156326e+00,-3.607095702326698472e+01,1.139562811607629289e+00,1.000000000000000000e+00
1.179971459912970033e+00,1.481989187273123676e+00,1.006369592949430736e+00,2.876515799353484226e+00,-3.847217376833506819e+01,1.626196056718556715e+00,1.000000000000000000e+00
1.473248274085772636e+00,6.076112873556637206e-01,1.241970193539338574e+00,2.144473721611623862e+00,-3.570575810897661029e+01,1.440396456322608598e+00,1.000000000000000000e+00
1.505458287432420716e+00,9.130134954485513710e-01,1.306287241347323880e+00,1.953624236226574773e+00,-3.536901535413227293e+01,1.420971288307308456e+00,1.000000000000000000e+00
1.391672156052206955e+00,1.432956840872030568e+00,1.320437059113291678e+00,1.904108435853915759e+00,-3.556839297259629262e+01,1.404663722814200044e+00,1.000000000000000000e+00
1.403679074573664698e+00,1.386847505271175063e+00,1.213404348495072504e+00,1.894556021240218602e+00,-3.516608486153197077e+01,1.367030214866819637e+00,1.000000000000000000e+00
1.247436841362262960e+00,1.759589389664049763e+00,1.128740021440318042e+00,1.954484535635141462e+00,-3.493180088047268583e+01,1.341801655477238508e+00,1.000000000000000000e+00
1.935201589645955567e+00,1.373256234464292902e+00,1.038617508914725818e+00,2.058519872218505409e+00,-3.534476406745566379e+01,1.362501647763960877e+00,1.000000000000000000e+00
1.512936160564176902e+00,1.533760757639750505e+00,1.074916138351140749e+00,2.882884068152442136e+00,-3.893475293426585893e+01,1.689688321900962853e+00,1.000000000000000000e+00
1.728292477502532343e+00,3.677628632175789503e-01,1.162755794202582127e+00,2.082889339461848177e+00,-3.609345677182787426e+01,1.452631363276747356e+00,1.000000000000000000e+00
1.340060053155330166e+00,1.786419286337440404e+00,1.136603995335339956e+00,1.818807490604596122e+00,-3.550188424184050007e+01,1.283670626858131936e+00,1.000000000000000000e+00
1.354170501063941989e+00,6.208133319025829211e-01,1.315638603279122965e+00,2.063338064016961848e+00,-3.559458164376633249e+01,1.425499644994499882e+00,1.000000000000000000e+00
