m1_source,m2_source,dL,z,likelihood,posterior
7.737655407046286626e+00,2.139733418712736146e+00,2.770420219682615084e+02,6.003169698713933106e-02,1.159783453226316346e-05,1.159783453226316346e-05
8.875645420994176860e+00,1.915803852964451659e+00,2.889792689292542036e+02,6.250925776234708686e-02,1.060988816624850539e-05,1.060988816624850539e-05
9.524722418864714157e+00,1.883116580698328546e+00,1.909422944558582458e+02,4.191396700692030103e-02,2.527023367953721094e-05,2.527023367953721094e-05
9.210088119015086505e+00,1.964778958035151568e+00,1.447759900000000073e+02,3.201028884579680545e-02,4.480219688433197378e-05,4.480219688433197378e-05
9.012179292122564078e+00,1.941255212324703772e+00,2.318737600000000043e+02,5.058247213034217787e-02,1.685496202513796915e-05,1.685496202513796915e-05
5.376858796221174686e+00,2.844734417054430864e+00,3.073099199999999769e+02,6.629813377828602805e-02,9.315469949463028174e-06,9.315469949463028174e-06
8.671061910275579265e+00,1.994540962928177841e+00,2.290420399999999859e+02,4.998605640340129941e-02,1.729389715859760439e-05,1.729389715859760439e-05
8.021396889821726717e+00,2.100496575927912168e+00,2.491268670813826702e+02,5.420596238326629013e-02,1.450123224360986069e-05,1.450123224360986069e-05
8.497271653492511234e+00,1.959396694810874306e+00,3.210993500000000154e+02,6.913607925739675975e-02,8.487397284198674264e-06,8.487397284198674264e-06
8.014941912187635964e+00,2.104900831759398017e+00,2.501170883673001697e+02,5.441338991103759209e-02,1.438098866332686673e-05,1.438098866332686673e-05
8.579943048915732007e+00,1.986297722800372867e+00,2.624274506510658398e+02,5.698736022126393852e-02,1.299999435363395440e-05,1.299999435363395440e-05
9.885148987012977173e+00,1.747867212225953093e+00,3.316733592440131133e+02,7.130522634510740032e-02,7.922729733831646319e-06,7.922729733831646319e-06
8.417990801561009206e+00,1.985472944629939729e+00,3.105201874411568497e+02,6.695976209097596887e-02,9.112560699529217352e-06,9.112560699529217352e-06
8.440441472494311981e+00,1.935553979396976487e+00,3.795624099999999999e+02,8.105453129852836780e-02,5.941203951500785792e-06,5.941203951500785792e-06
9.882554683284825003e+00,1.727785161406865777e+00,3.623605182704332606e+02,7.756643243591875014e-02,6.560869802180046682e-06,6.560869802180046682e-06
8.426119488429561599e+00,1.985279614487951871e+00,3.122221900000000119e+02,6.731030960921557948e-02,9.007572518738697856e-06,9.007572518738697856e-06
5.456285079852878361e+00,2.825186789912353724e+00,2.934246499999999855e+02,6.342982726929904946e-02,1.027306726028225529e-05,1.027306726028225529e-05
8.633214709668044051e+00,1.901497970940499993e+00,3.846784400000000232e+02,8.208898008042329886e-02,5.773189563835693286e-06,5.773189563835693286e-06
8.590784971786050050e+00,1.881821407556828918e+00,4.240973399999999742e+02,9.001496728804507519e-02,4.681143489739026563e-06,4.681143489739026563e-06
8.683877588715247953e+00,1.924267261801261286e+00,3.321955399999999941e+02,7.141218942222547772e-02,7.896267615229422311e-06,7.896267615229422311e-06
9.389154239976374328e+00,1.897334366482522405e+00,2.006458640602997718e+02,4.397833629810938422e-02,2.279487700274522496e-05,2.279487700274522496e-05
8.526366347711762828e+00,1.927721743828849199e+00,3.671032700000000091e+02,7.852967195902071929e-02,6.381046329178493776e-06,6.381046329178493776e-06
7.251058064333565589e+00,2.209337212960924557e+00,3.310690117890218858e+02,7.118141540899199093e-02,7.953516170152537249e-06,7.953516170152537249e-06
9.470414409141929113e+00,1.782966582348602724e+00,3.656015925770295780e+02,7.822481351992274790e-02,6.437205558163352007e-06,6.437205558163352007e-06
8.593882015712024369e+00,1.953478333355104901e+00,3.065045426026599102e+02,6.613206016642224350e-02,9.367401755001613595e-06,9.367401755001613595e-06
7.751411479422257500e+00,2.067604354803457944e+00,3.791308300000000031e+02,8.096720477862195953e-02,5.955698404760815298e-06,5.955698404760815298e-06
9.023951244524230475e+00,1.982532952651664404e+00,1.623229000000000042e+02,3.579070262283956527e-02,3.538045055350916420e-05,3.538045055350916420e-05
8.637842468379320238e+00,2.008086220129587485e+00,2.161413799999999981e+02,4.726280122787141630e-02,1.952085299920683784e-05,1.952085299920683784e-05
9.572643058461503429e+00,1.768222804362427070e+00,3.680122952623822812e+02,7.871416199046425699e-02,6.347393699379371347e-06,6.347393699379371347e-06
9.198636731677909850e+00,1.891086084342332274e+00,2.591867100000000050e+02,5.631061247785618812e-02,1.334416763805968172e-05,1.334416763805968172e-05
8.414353012565923606e+00,2.039888785235681290e+00,2.354085300000000132e+02,5.132628578681164289e-02,1.632950526472602638e-05,1.632950526472602638e-05
9.033723005856293398e+00,1.901368865075554693e+00,2.759277306828078622e+02,5.980001273637414183e-02,1.169679876541860627e-05,1.169679876541860627e-05
9.381843395208480985e+00,1.854261725337065458e+00,2.673086437377991160e+02,5.800552104065095915e-02,1.250549702865275045e-05,1.250549702865275045e-05
9.171778137876964720e+00,1.917811394803311087e+00,2.208993600000000015e+02,4.826835706969130613e-02,1.865321652700894118e-05,1.865321652700894118e-05
9.482262639129585224e+00,1.815463982566761114e+00,3.080444899999999961e+02,6.644957905619180982e-02,9.268466961634915752e-06,9.268466961634915752e-06
8.676882271126082458e+00,1.966522387238050174e+00,2.703252899999999954e+02,5.863407073839325273e-02,1.221345952983821965e-05,1.221345952983821965e-05
8.799583339693830553e+00,1.882287748507596170e+00,3.662382420791295772e+02,7.835407626488276323e-02,6.413309639111292500e-06,6.413309639111292500e-06
9.138386847398821899e+00,1.973005194981626964e+00,1.444291000000000054e+02,3.193534673838497456e-02,4.502419245020335093e-05,4.502419245020335093e-05
7.191519629372723266e+00,2.311181004931258887e+00,2.240590161313804458e+02,4.893536299395777334e-02,1.810782813611306458e-05,1.810782813611306458e-05
8.833045789868810616e+00,1.910956980465078558e+00,3.133932100000000105e+02,6.755140008620422187e-02,8.936352735974076739e-06,8.936352735974076739e-06
8.872287988797271652e+00,1.938689404521425130e+00,2.628548721185246109e+02,5.707656696224407827e-02,1.295556788894762200e-05,1.295556788894762200e-05
8.907098880635404115e+00,1.922166563431173092e+00,2.817753257424940898e+02,6.101505635625309454e-02,1.119072889093478963e-05,1.119072889093478963e-05
7.850361645100471186e+00,2.094849658373353574e+00,3.071518843181017928e+02,6.626555020915857186e-02,9.325627338210460562e-06,9.325627338210460562e-06
1.146013177482625878e+01,1.588051832460597446e+00,2.946267100096964668e+02,6.367856530057651454e-02,1.018465490068274875e-05,1.018465490068274875e-05
8.631367598822070164e+00,1.924540423827188151e+00,3.440895499999999743e+02,7.384457838001397267e-02,7.326562278002480152e-06,7.326562278002480152e-06
9.446539229805672733e+00,1.879714126415490405e+00,2.109673799999999915e+02,4.616775091752833154e-02,2.053293070805027349e-05,2.053293070805027349e-05
9.561108990733718116e+00,1.818564190962839833e+00,2.831888240563509953e+02,6.130846886327574047e-02,1.107317978945316896e-05,1.107317978945316896e-05
9.097464050167806349e+00,1.919583773257502068e+00,2.287292899999999918e+02,4.992015877477593705e-02,1.734339547637694400e-05,1.734339547637694400e-05
8.941192049585485080e+00,1.969747924348967283e+00,1.967870100000000093e+02,4.315809886137086243e-02,2.373483325311196969e-05,2.373483325311196969e-05
9.114001767342404747e+00,1.910226408730911318e+00,2.482475100000000054e+02,5.402170695443730269e-02,1.460924519237546372e-05,1.460924519237546372e-05
9.630258922849410652e+00,1.786097659323772735e+00,3.207989415470161134e+02,6.907436454281559723e-02,8.504280599317519271e-06,8.504280599317519271e-06
8.688197879953076352e+00,1.893350265738188876e+00,3.771072226857668284e+02,8.055761900066042702e-02,6.024344761117481905e-06,6.024344761117481905e-06
1.036349736974302438e+01,1.744792216744392999e+00,2.338750002194498450e+02,5.100368161728744548e-02,1.655449280897931813e-05,1.655449280897931813e-05
8.523010640958808892e+00,1.889494024433589825e+00,4.285897266379568578e+02,9.091334375873191820e-02,4.575990560381185534e-06,4.575990560381185534e-06
8.988468908703723059e+00,1.868053575609918360e+00,3.458206543511489031e+02,7.419796937509175183e-02,7.248632106775211052e-06,7.248632106775211052e-06
8.644923325956874294e+00,1.875792817505087529e+00,4.149812000000000012e+02,8.818888789377914150e-02,4.905464855512013599e-06,4.905464855512013599e-06
8.792853469715574022e+00,1.946449219560620003e+00,2.691491899999999760e+02,5.838908063835085427e-02,1.232612474952095694e-05,1.232612474952095694e-05
8.763426298162917405e+00,1.910412916048360721e+00,3.326520289280820180e+02,7.150568682351186867e-02,7.873239110308356473e-06,7.873239110308356473e-06
9.030075749576106148e+00,2.008917118828820403e+00,1.251333099999999945e+02,2.775414707187371863e-02,6.046842069580938368e-05,6.046842069580938368e-05
8.880913884702808403e+00,1.920557231964492351e+00,2.879694099999999821e+02,6.229997525932610275e-02,1.068863531965742413e-05,1.068863531965742413e-05
8.738011477998677279e+00,1.904889100978231165e+00,3.462234915632598700e+02,7.428018152223477000e-02,7.230669192255969249e-06,7.230669192255969249e-06
8.439223954810520567e+00,2.068950766022692900e+00,1.825377228328589752e+02,4.012117508356183304e-02,2.774604832535009803e-05,2.774604832535009803e-05
1.061421536359561202e+01,1.709433889775276771e+00,2.422019042764820824e+02,5.275370757936989619e-02,1.538459409760243283e-05,1.538459409760243283e-05
9.257743502220392884e+00,1.746441686494553558e+00,4.829775452791108137e+02,1.017123896216479556e-01,3.533234022421192075e-06,3.533234022421192075e-06
8.753535340563249889e+00,1.915093562222412338e+00,3.246397994602957056e+02,6.986304113501369539e-02,8.292023212629278886e-06,8.292023212629278886e-06
9.226132308089901812e+00,1.852703807740509578e+00,3.110999106675652683e+02,6.707918020437625417e-02,9.076602252152529210e-06,9.076602252152529210e-06
8.620731236517256590e+00,1.906247965264853406e+00,3.746174899999999752e+02,8.005340203153679668e-02,6.110378813908802919e-06,6.110378813908802919e-06
8.438200059491718363e+00,1.985947578407538217e+00,2.972021599999999921e+02,6.421122238015754269e-02,9.998907821205339834e-06,9.998907821205339834e-06
9.515315539026573788e+00,1.822889055126725610e+00,2.876568599999999947e+02,6.223518900078509053e-02,1.071317939471822950e-05,1.071317939471822950e-05
9.086688846942797326e+00,1.839082892134725977e+00,3.660702400000000125e+02,7.831996506589339324e-02,6.419602963477107580e-06,6.419602963477107580e-06
8.300419173571235376e+00,2.041874688021612982e+00,2.591036712872586349e+02,5.629326138608375246e-02,1.335316000726298741e-05,1.335316000726298741e-05
9.525996473699626321e+00,1.888295895434481286e+00,1.855651028327021379e+02,4.076746430765322560e-02,2.681484688040770419e-05,2.681484688040770419e-05
8.626315484906070807e+00,1.954129070595856499e+00,2.945333932997235706e+02,6.365926023752513374e-02,1.019147881942733076e-05,1.019147881942733076e-05
8.398220225157130514e+00,1.996083452532269931e+00,2.934360549894602741e+02,6.343219065426554393e-02,1.027222318688000765e-05,1.027222318688000765e-05
9.315951845437556500e+00,1.862497347187686003e+00,2.725665799999999876e+02,5.910072998413872652e-02,1.200286035013359007e-05,1.200286035013359007e-05
9.360475614970514613e+00,1.871318028211434115e+00,2.475456834780016209e+02,5.387461551345495980e-02,1.469629484340348101e-05,1.469629484340348101e-05
5.089804790790148914e+00,2.942522699054183288e+00,3.614306059166850105e+02,7.737743002889113653e-02,6.596983703032946586e-06,6.596983703032946586e-06
1.087957066543021689e+01,1.638703245609231196e+00,3.190053396349795207e+02,6.870578871923861686e-02,8.606102267965916067e-06,8.606102267965916067e-06
8.870883155081534355e+00,2.063669271621760171e+00,8.998899900000000684e+01,2.007353065139406631e-02,1.186853864628368904e-04,1.186853864628368904e-04
9.848513777562395433e+00,1.799783990514279175e+00,2.462789547194737168e+02,5.360905965237265647e-02,1.485533500244731430e-05,1.485533500244731430e-05
9.766061396591419808e+00,1.804354461005643673e+00,2.605002169231111679e+02,5.658497798676304091e-02,1.320309089273523164e-05,1.320309089273523164e-05
7.388514611638983709e+00,2.204829266655724762e+00,2.992122831787498285e+02,6.462669724906063007e-02,9.857328449845840129e-06,9.857328449845840129e-06
9.417326477097441639e+00,1.781539140119390963e+00,3.791050700000000120e+02,8.096199327450254168e-02,5.956565156586273946e-06,5.956565156586273946e-06
9.360520044256977812e+00,1.916047951608075950e+00,1.837349700000000041e+02,4.037683311996179136e-02,2.737220005627851084e-05,2.737220005627851084e-05
8.868393188001970628e+00,1.890975605860099051e+00,3.399175826093963337e+02,7.299225292273371635e-02,7.519421579520990471e-06,7.519421579520990471e-06
8.522228496943146325e+00,1.997136186484181231e+00,2.638378928313603069e+02,5.728170125135668977e-02,1.285422660140244307e-05,1.285422660140244307e-05
8.880525281160092987e+00,1.978209172021855089e+00,2.079988199999999949e+02,4.553872727527177172e-02,2.114857962354417011e-05,2.114857962354417011e-05
8.836273495464288530e+00,1.928683842063926956e+00,2.803337536440278654e+02,6.071570080503022049e-02,1.131248874698518079e-05,1.131248874698518079e-05
9.099553315120390451e+00,1.920300134666028891e+00,2.339524499999999989e+02,5.101997524517699195e-02,1.654302188043567268e-05,1.654302188043567268e-05
9.402168162971927146e+00,1.957742603837906659e+00,1.114802485286596152e+02,2.478046846170471260e-02,7.662846160428361797e-05,7.662846160428361797e-05
9.131294131488102650e+00,1.856454623179568664e+00,3.245581111848170508e+02,6.984627428624382017e-02,8.296457343657992188e-06,8.296457343657992188e-06
8.688859864289712576e+00,2.018523293144363517e+00,1.895872125152629337e+02,4.162521310931840968e-02,2.564694988781334248e-05,2.564694988781334248e-05
9.138341355906119290e+00,1.829151637857444612e+00,3.665432577264182896e+02,7.841600000105548862e-02,6.401906539358758014e-06,6.401906539358758014e-06
6.735741734215589638e+00,2.468626741406940273e+00,1.895772516285163931e+02,4.162309252507683660e-02,2.564974941137940302e-05,2.564974941137940302e-05
9.114028319862686800e+00,1.953291322250565898e+00,1.797509400000000142e+02,3.952573631488770500e-02,2.864576625289087474e-05,2.864576625289087474e-05
