m1_source,m2_source,dL,z,likelihood,posterior
2.686362775844190143e+00,1.051648727091382574e+00,1.774684206596303113e+02,3.895077279037593987e-02,2.941492189943583924e-05,2.941492189943583924e-05
1.830299786372153958e+00,1.510111126048109709e+00,1.280748675330826813e+02,2.832901927620815746e-02,5.765114065691200827e-05,5.765114065691200827e-05
1.965507707918300095e+00,1.395065896198929734e+00,1.578185863010165235e+02,3.474420194650210819e-02,3.749881511758893746e-05,3.749881511758893746e-05
1.834384184939706675e+00,1.531037783695911481e+00,8.838117453615269881e+01,1.967495443498324184e-02,1.231280225145534176e-04,1.231280225145534176e-04
2.413155981016084084e+00,1.190505550947441149e+00,9.211112467778870894e+01,2.049283747583158927e-02,1.131764032757808538e-04,1.131764032757808538e-04
2.007302038771396901e+00,1.353313754935745239e+00,1.838639069411858884e+02,4.031458978932234150e-02,2.733237977790213164e-05,2.733237977790213164e-05
2.218729305117919548e+00,1.210877580803989995e+00,2.385065878359949352e+02,5.186435616481566147e-02,1.588838502246982322e-05,1.588838502246982322e-05
1.936252865973032700e+00,1.405603504435096296e+00,1.725147392421517338e+02,3.789262581737062180e-02,3.119195162373176707e-05,3.119195162373176707e-05
2.459714336951804636e+00,1.182932977838187849e+00,6.746376740061235466e+01,1.507030445915287682e-02,2.132389542912396243e-04,2.132389542912396243e-04
1.700945440876893366e+00,1.582633588138490532e+00,1.877054123853328917e+02,4.113261306995780880e-02,2.618388903053606127e-05,2.618388903053606127e-05
2.108452743568820065e+00,1.351840128982198630e+00,7.464706553039903270e+01,1.665515187194707009e-02,1.736309667376053896e-04,1.736309667376053896e-04
2.457854892451085238e+00,1.093069027325277442e+00,2.746432272815358715e+02,5.940407239249244353e-02,1.181241001223177879e-05,1.181241001223177879e-05
2.108577902717784003e+00,1.322768639170754712e+00,1.304199265735152267e+02,2.883691723640351492e-02,5.554166796621669701e-05,5.554166796621669701e-05
1.937706153571196577e+00,1.407452132151935098e+00,1.687058040301018877e+02,3.707800651514404217e-02,3.266758067538327637e-05,3.266758067538327637e-05
1.732038518106261638e+00,1.525011003017306299e+00,2.364322090557060392e+02,5.142888738539004578e-02,1.618179303918250645e-05,1.618179303918250645e-05
2.428328701348810625e+00,1.133653326639117109e+00,2.045244388455197964e+02,4.470318815548517122e-02,2.190401469305009659e-05,2.190401469305009659e-05
2.187592275228123828e+00,1.269690865552871362e+00,1.489448150308404593e+02,3.283639028082590422e-02,4.225577166115131308e-05,4.225577166115131308e-05
2.460782527598923242e+00,1.177097404652164503e+00,7.881075911877417184e+01,1.757204857922248925e-02,1.554886200003596590e-04,1.554886200003596590e-04
1.843663909010062163e+00,1.456652292531646076e+00,1.989620751417810141e+02,4.352422229707263862e-02,2.319819644676259827e-05,2.319819644676259827e-05
1.690563190302507790e+00,1.556772368178275023e+00,2.430208259353602500e+02,5.281006544586550056e-02,1.527610473958088385e-05,1.527610473958088385e-05
2.136772594247605017e+00,1.290041960029538304e+00,1.605567356089173074e+02,3.533195686949501535e-02,3.618958656527986327e-05,3.618958656527986327e-05
1.893229787415755538e+00,1.431663549901329269e+00,1.813742410330396240e+02,3.978412197504158782e-02,2.811656986839058112e-05,2.811656986839058112e-05
2.465719132436671401e+00,1.134817310238315446e+00,1.662374716267782446e+02,3.654955342379973687e-02,3.367920815344943358e-05,3.367920815344943358e-05
1.772380670294038563e+00,1.536094975456875567e+00,1.625529665802016552e+02,3.575998448085433712e-02,3.527701074707536357e-05,3.527701074707536357e-05
1.818969493410833804e+00,1.466652309514689057e+00,2.151142718065146084e+02,4.694202245356977887e-02,1.971587410888211205e-05,1.971587410888211205e-05
1.979198203673879775e+00,1.377301664560657724e+00,1.729907439802850604e+02,3.799437660926059668e-02,3.101444988459523970e-05,3.101444988459523970e-05
1.869863007931225729e+00,1.437722796651512924e+00,1.993998396100166985e+02,4.361701179035318982e-02,2.309233971139385732e-05,2.309233971139385732e-05
2.011022178872416966e+00,1.379947832549532016e+00,1.315452336431308993e+02,2.908051239811751745e-02,5.456962284237633310e-05,5.456962284237633310e-05
2.294892926929405608e+00,1.240745390352851141e+00,9.881737722952607328e+01,2.196080192947348977e-02,9.805389086692247261e-05,9.805389086692247261e-05
2.391117910212729569e+00,1.137473761252453697e+00,2.321262376456372181e+02,5.052494634434105680e-02,1.681661813624579519e-05,1.681661813624579519e-05
1.984726119404819800e+00,1.357037686588046022e+00,2.035553820879191562e+02,4.449782946471676770e-02,2.212175713174896615e-05,2.212175713174896615e-05
1.982742819650678001e+00,1.355532940549882381e+00,2.086306375030365245e+02,4.557195652281022247e-02,2.101530718278450687e-05,2.101530718278450687e-05
2.030168969968705106e+00,1.371100005103530917e+00,1.260655726599636921e+02,2.789353767533963441e-02,5.955396106399589993e-05,5.955396106399589993e-05
1.765564818903931910e+00,1.521867555535701078e+00,1.950808461612755309e+02,4.270036771729042446e-02,2.416859765550300523e-05,2.416859765550300523e-05
1.919946033205196301e+00,1.396272857090275821e+00,2.127464093091283246e+02,4.644198221207067323e-02,2.017646063891409552e-05,2.017646063891409552e-05
2.256302975168246849e+00,1.210288185858265253e+00,2.007895122336825864e+02,4.391156977285803203e-02,2.276094497846127418e-05,2.276094497846127418e-05
1.984123973967383936e+00,1.353987374571792301e+00,2.112419797328332436e+02,4.612427992594578946e-02,2.047731026771849029e-05,2.047731026771849029e-05
2.161163505291532339e+00,1.278681545141431508e+00,1.588874273255732419e+02,3.497371884344538384e-02,3.697959822412483856e-05,3.697959822412483856e-05
2.496565472464283619e+00,1.129227287376082911e+00,1.521876021219937911e+02,3.353415609199202757e-02,4.041956562159123808e-05,4.041956562159123808e-05
2.001139193403171035e+00,1.366846553952102639e+00,1.672255393716204139e+02,3.676109197246375110e-02,3.326880735858416270e-05,3.326880735858416270e-05
1.885595534772140258e+00,1.468434477488433032e+00,1.270191119196873899e+02,2.810020161942808001e-02,5.863958139496555590e-05,5.863958139496555590e-05
2.666511341079219388e+00,1.101105151760305656e+00,7.487550366680382297e+01,1.670548650177909253e-02,1.725560309705296137e-04,1.725560309705296137e-04
2.519765287022040834e+00,1.142374572536510868e+00,1.019197051830135052e+02,2.263883582307632536e-02,9.205323772396451767e-05,9.205323772396451767e-05
2.481646861770609114e+00,1.132153912560572850e+00,1.599612970560143026e+02,3.520428419775685491e-02,3.646851099818447127e-05,3.646851099818447127e-05
1.661086005086915396e+00,1.588222969427872666e+00,2.370032847703431855e+02,5.154877178007036959e-02,1.610023482782869960e-05,1.610023482782869960e-05
2.450898899767175454e+00,1.154048331979367514e+00,1.352184211831811353e+02,2.987506591075860668e-02,5.156548086154779005e-05,5.156548086154779005e-05
2.325321889656642771e+00,1.199099304291146639e+00,1.555614377960106651e+02,3.425951459926638437e-02,3.863109267672539421e-05,3.863109267672539421e-05
2.451477127960440150e+00,1.177143753260636805e+00,8.731343408186899069e+01,1.944069033415298312e-02,1.262158531485206038e-04,1.262158531485206038e-04
2.381188786038594074e+00,1.145341333554669605e+00,2.214017659167541865e+02,4.826818258984184873e-02,1.856490571772050931e-05,1.856490571772050931e-05
2.412225465463261553e+00,1.174343330174643762e+00,1.273293301133963666e+02,2.816743630828448530e-02,5.834656541866348878e-05,5.834656541866348878e-05
1.659941090308833189e+00,1.646164307080958400e+00,1.505333663856093551e+02,3.317842462719867991e-02,4.134126627495194678e-05,4.134126627495194678e-05
2.017214897676799623e+00,1.323803428693029582e+00,2.300357634973608185e+02,5.008556519915190880e-02,1.713798356373741571e-05,1.713798356373741571e-05
1.757561947755910792e+00,1.532909492230650317e+00,1.879949180911280848e+02,4.119419338560022931e-02,2.610021764355259852e-05,2.610021764355259852e-05
2.652270023345958627e+00,1.092084628744764974e+00,1.076453413236946375e+02,2.388852440596917967e-02,8.231977209192428539e-05,8.231977209192428539e-05
2.603745036332884233e+00,1.124597154972756696e+00,7.092319772752125573e+01,1.583400813440052901e-02,1.926539239288459606e-04,1.926539239288459606e-04
1.789635632764267958e+00,1.504415007358335332e+00,1.918657232496491361e+02,4.201754642728665334e-02,2.501814460578316511e-05,2.501814460578316511e-05
1.922242289375289293e+00,1.425513694272355636e+00,1.559978453341879572e+02,3.435322629414322426e-02,3.840828830011118987e-05,3.840828830011118987e-05
2.120702125352273981e+00,1.295943620006852370e+00,1.662334658784202759e+02,3.654869582046395282e-02,3.368088706322199959e-05,3.368088706322199959e-05
1.898054589980282758e+00,1.454371839022408519e+00,1.355019348818394747e+02,2.993636137068995257e-02,5.134381198117214564e-05,5.134381198117214564e-05
2.012764687561947596e+00,1.388787000064795052e+00,1.132345479056249360e+02,2.510614684927783141e-02,7.421716353080349323e-05,7.421716353080349323e-05
1.926337324913816706e+00,1.396029669854972566e+00,2.029132307203722689e+02,4.436171768697420859e-02,2.226779430139364251e-05,2.226779430139364251e-05
1.725183354686108617e+00,1.599703078070630058e+00,1.294970971581826404e+02,2.863715240178005966e-02,5.635798775563706487e-05,5.635798775563706487e-05
2.304901786864487434e+00,1.202545455822426446e+00,1.674873873350258577e+02,3.681715183115114032e-02,3.316127815142149511e-05,3.316127815142149511e-05
2.091933519541923303e+00,1.326492603868907771e+00,1.387855585956995697e+02,3.064583658349330844e-02,4.887563579182846853e-05,4.887563579182846853e-05
2.679806192138696641e+00,1.101985346095768481e+00,6.047526635556983621e+01,1.352492797090379222e-02,2.661800790561787882e-04,2.661800790561787882e-04
1.897935926428713449e+00,1.438436805732305146e+00,1.638419487130103960e+02,3.603636529616450340e-02,3.470561016382862939e-05,3.470561016382862939e-05
1.776690157130557557e+00,1.575151629695923150e+00,9.716639491362448666e+01,2.159968034392591510e-02,1.014860306612370419e-04,1.014860306612370419e-04
1.856060611678019390e+00,1.469354827210252123e+00,1.626346607293189948e+02,3.577750116705534500e-02,3.524038727585144458e-05,3.524038727585144458e-05
2.144303744234793641e+00,1.294927771896117186e+00,1.440830726069441994e+02,3.178893216009030104e-02,4.524725312262822699e-05,4.524725312262822699e-05
1.698886676402835638e+00,1.608576217911888095e+00,1.527214789724598631e+02,3.364896245837523808e-02,4.012854951981021599e-05,4.012854951981021599e-05
1.782618939229485333e+00,1.502219879975533745e+00,2.060996356653175496e+02,4.503646018723312522e-02,2.155670920783312789e-05,2.155670920783312789e-05
1.864742527472811107e+00,1.484220337133368650e+00,1.271795526103834106e+02,2.813497449909023798e-02,5.848776716558885173e-05,5.848776716558885173e-05
1.953070504113388006e+00,1.391856035060867525e+00,1.798125981171058072e+02,3.945106324033731404e-02,2.862539981892243704e-05,2.862539981892243704e-05
1.860518417851145578e+00,1.431862101054153902e+00,2.230532679193105707e+02,4.861627151983666240e-02,1.827887517931836949e-05,1.827887517931836949e-05
1.668068796505774554e+00,1.632998931721301616e+00,1.596571878338114061e+02,3.513901287612304636e-02,3.661218682238515917e-05,3.661218682238515917e-05
2.553084950123889918e+00,1.125207029252888624e+00,1.102044109555354368e+02,2.444627652187517097e-02,7.845554041758441457e-05,7.845554041758441457e-05
1.758296824183928297e+00,1.529046199895777391e+00,1.927493113974832966e+02,4.220528973643219994e-02,2.478036537861653954e-05,2.478036537861653954e-05
2.477150841094051703e+00,1.122059055165708807e+00,1.888156151543081478e+02,4.136876260197758226e-02,2.586514258328307493e-05,2.586514258328307493e-05
1.879837730561690678e+00,1.422223314429549523e+00,2.148327471613061164e+02,4.688257066879199242e-02,1.976982544409751423e-05,1.976982544409751423e-05
2.623335462205095059e+00,1.100334760881269691e+00,1.110367552370493769e+02,2.462764235849490904e-02,7.725637413653641547e-05,7.725637413653641547e-05
1.662725453934976949e+00,1.593566514330810868e+00,2.275358363071239012e+02,4.955969471327989484e-02,1.753419337443818166e-05,1.753419337443818166e-05
2.410276964532504618e+00,1.160079037906722510e+00,1.607707826345855437e+02,3.537785237879892408e-02,3.609008513874745357e-05,3.609008513874745357e-05
2.450277604081002814e+00,1.154895951436331059e+00,1.352591365470157143e+02,2.988386854345086510e-02,5.153356040187162540e-05,5.153356040187162540e-05
1.778769912028179467e+00,1.515996593576721230e+00,1.875831721071339757e+02,4.110661152744923830e-02,2.621933630946996199e-05,2.621933630946996199e-05
2.474469118652214750e+00,1.158045119025666425e+00,1.078647467323773270e+02,2.393634406253943372e-02,8.197756192405960195e-05,8.197756192405960195e-05
1.949294933604113211e+00,1.403761055241533606e+00,1.604587947744143719e+02,3.531095660346875165e-02,3.623524963772349860e-05,3.623524963772349860e-05
1.994019581781331762e+00,1.366830344119460694e+00,1.757083061761716465e+02,3.857513208787496234e-02,3.002890652681227318e-05,3.002890652681227318e-05
2.386323196857433881e+00,1.186564289770652536e+00,1.249526417792535113e+02,2.765226532560723788e-02,6.064803334746943854e-05,6.064803334746943854e-05
1.795692515992642901e+00,1.494703021928767805e+00,1.986562215861887069e+02,4.345939292305824042e-02,2.327257756292021266e-05,2.327257756292021266e-05
2.334330924986163236e+00,1.212341816599780797e+00,1.176150817087590497e+02,2.605908558949547593e-02,6.866401785982835407e-05,6.866401785982835407e-05
1.817472971234151524e+00,1.473278607188684308e+00,2.053400340801224502e+02,4.487574759536194086e-02,2.172317559443120584e-05,2.172317559443120584e-05
1.647946358621557250e+00,1.617719015843189334e+00,2.115839822963910422e+02,4.619650331081865541e-02,2.040834483167322730e-05,2.040834483167322730e-05
1.971172400962856175e+00,1.375041733858034299e+00,1.872525936859883018e+02,4.103629469737914148e-02,2.631555058587116733e-05,2.631555058587116733e-05
