q, m, likelihood
3.478325744363607530e+00,2.795643649807962650e+00,1.000000000000000000e+00
3.464470106119184489e+00,1.025208166828736056e+00,1.000000000000000000e+00
3.450197914653117870e+00,2.486317241141851042e+00,1.000000000000000000e+00
3.452677272175470602e+00,2.065433641518843899e+00,1.000000000000000000e+00
3.454917809759894265e+00,2.072803592499115055e+00,1.000000000000000000e+00
3.417471953328842904e+00,2.751190071163205353e+00,1.000000000000000000e+00
3.458369603584388052e+00,2.889184535150522759e+00,1.000000000000000000e+00
3.454724030238697452e+00,2.799810711349271841e+00,1.000000000000000000e+00
3.483207054314563234e+00,1.243863317360560439e+00,1.000000000000000000e+00
3.443237558705114054e+00,1.203939224688578058e+00,1.000000000000000000e+00
3.452317941040484950e+00,1.739949629352224969e+00,1.000000000000000000e+00
3.452717424817966396e+00,2.641923056101451728e+00,1.000000000000000000e+00
3.453717423058253910e+00,2.344312703078336391e+00,1.000000000000000000e+00
3.439037447542188985e+00,2.173519427418773908e+00,1.000000000000000000e+00
3.443810892173802429e+00,2.990661285048319407e+00,1.000000000000000000e+00
3.440615067694700269e+00,1.293441815703640474e+00,1.000000000000000000e+00
3.439470953897322048e+00,1.338405536929033079e+00,1.000000000000000000e+00
3.452677272175470602e+00,2.065433641518843899e+00,1.000000000000000000e+00
3.461891109667330380e+00,2.883447094974769254e+00,1.000000000000000000e+00
3.454917809759894265e+00,2.072803592499115055e+00,1.000000000000000000e+00
3.454724030238697452e+00,2.799810711349271841e+00,1.000000000000000000e+00
3.459044300981899411e+00,2.446314343173991546e+00,1.000000000000000000e+00
3.466748463112105494e+00,2.588749490022325794e+00,1.000000000000000000e+00
3.427578078311652732e+00,2.795307626909145249e+00,1.000000000000000000e+00
3.449731425709993804e+00,2.145078764497645452e+00,1.000000000000000000e+00
3.451548211736144900e+00,2.637099755115977828e+00,1.000000000000000000e+00
3.428037818797606828e+00,2.905006151337580889e+00,1.000000000000000000e+00
3.438570918847630775e+00,2.875722654790690225e+00,1.000000000000000000e+00
3.449731425709993804e+00,2.145078764497645452e+00,1.000000000000000000e+00
3.443810892173802429e+00,2.990661285048319407e+00,1.000000000000000000e+00
3.440315847055498200e+00,2.956181024600405660e+00,1.000000000000000000e+00
3.455287036485923391e+00,1.687782036856715573e+00,1.000000000000000000e+00
3.473414529988240851e+00,1.142838691058814637e+00,1.000000000000000000e+00
3.452677272175470602e+00,2.065433641518843899e+00,1.000000000000000000e+00
3.456424669829829988e+00,1.382827409370379845e+00,1.000000000000000000e+00
3.466748463112105494e+00,2.588749490022325794e+00,1.000000000000000000e+00
3.456731229681975659e+00,2.304834790980923032e+00,1.000000000000000000e+00
3.438201167610779763e+00,2.667595857952467675e+00,1.000000000000000000e+00
3.452317941040484950e+00,1.739949629352224969e+00,1.000000000000000000e+00
3.456731229681975659e+00,2.304834790980923032e+00,1.000000000000000000e+00
3.414264110484621639e+00,1.762459027633807906e+00,1.000000000000000000e+00
3.461388275941178705e+00,1.597074476898498130e+00,1.000000000000000000e+00
3.486508666560447445e+00,1.033305736400036645e+00,1.000000000000000000e+00
3.452717424817966396e+00,2.641923056101451728e+00,1.000000000000000000e+00
3.432182898877583543e+00,1.130518225344970817e+00,1.000000000000000000e+00
3.449731425709993804e+00,2.145078764497645452e+00,1.000000000000000000e+00
3.454429625218318645e+00,1.198078214588034207e+00,1.000000000000000000e+00
3.452317941040484950e+00,1.739949629352224969e+00,1.000000000000000000e+00
3.483538683864317864e+00,2.752407958024090995e+00,1.000000000000000000e+00
3.449379677798132704e+00,1.207345371714636073e+00,1.000000000000000000e+00
3.453035501342355484e+00,1.310543415710289761e+00,1.000000000000000000e+00
3.476454239799786183e+00,2.888305148568778957e+00,1.000000000000000000e+00
3.456424669829829988e+00,1.382827409370379845e+00,1.000000000000000000e+00
3.449326336542294591e+00,1.970425105308847291e+00,1.000000000000000000e+00
3.479154766596670889e+00,1.504693581089659782e+00,1.000000000000000000e+00
3.457848668461098285e+00,1.603493662638914907e+00,1.000000000000000000e+00
3.454429625218318645e+00,1.198078214588034207e+00,1.000000000000000000e+00
