q, m, likelihood
6.782549547654018340e+01,2.482372632584303407e+00,1.000000000000000000e+00
6.886331045743263246e+01,2.673416612735440623e+00,1.000000000000000000e+00
6.986690573680388638e+01,1.517404148342730741e+00,1.000000000000000000e+00
6.861829952145747313e+01,2.670957191804206765e+00,1.000000000000000000e+00
6.898842463502499811e+01,1.490720542874350851e+00,1.000000000000000000e+00
6.820030732331372292e+01,2.069397104226963879e+00,1.000000000000000000e+00
6.861829952145747313e+01,2.670957191804206765e+00,1.000000000000000000e+00
6.950086761599668250e+01,2.290861754801170935e+00,1.000000000000000000e+00
6.976236378064017174e+01,1.114194722420998263e+00,1.000000000000000000e+00
6.861829952145747313e+01,2.670957191804206765e+00,1.000000000000000000e+00
6.969051643499038562e+01,2.714066693089267623e+00,1.000000000000000000e+00
6.876499809830968957e+01,1.691768668677099852e+00,1.000000000000000000e+00
6.898980602108402138e+01,1.065393426061012283e+00,1.000000000000000000e+00
6.990323668639821619e+01,1.577540261703566760e+00,1.000000000000000000e+00
6.884550198441931457e+01,1.743401713405615672e+00,1.000000000000000000e+00
6.932693439836990024e+01,2.197870204134422689e+00,1.000000000000000000e+00
6.976236378064017174e+01,1.114194722420998263e+00,1.000000000000000000e+00
6.903025007950527936e+01,1.416216469738875050e+00,1.000000000000000000e+00
6.880313516633279391e+01,1.044575503415217987e+00,1.000000000000000000e+00
6.839822871235986668e+01,2.096997350653204251e+00,1.000000000000000000e+00
6.923369438311131319e+01,1.043502386500405610e+00,1.000000000000000000e+00
6.936153195228165202e+01,1.068519166262093201e+00,1.000000000000000000e+00
6.981201259666600833e+01,1.759272923869985572e+00,1.000000000000000000e+00
7.002587884428413645e+01,2.310069253517974097e+00,1.000000000000000000e+00
6.938626774676517073e+01,2.280891941235955400e+00,1.000000000000000000e+00
6.959779703380498006e+01,1.359736747836872706e+00,1.000000000000000000e+00
6.943535115269880009e+01,2.274407220043906275e+00,1.000000000000000000e+00
6.921376677492020235e+01,2.252020573515711277e+00,1.000000000000000000e+00
6.721481070765155152e+01,1.831414210904454665e+00,1.000000000000000000e+00
7.044791033219424037e+01,2.500973167260858609e+00,1.000000000000000000e+00
6.911458446514726006e+01,1.997698098604475891e+00,1.000000000000000000e+00
6.838455953316413627e+01,1.291299953918431109e+00,1.000000000000000000e+00
6.898980602108402138e+01,1.065393426061012283e+00,1.000000000000000000e+00
6.907666042260397887e+01,2.730286318301173409e+00,1.000000000000000000e+00
6.854018595747443499e+01,2.538888939207228468e+00,1.000000000000000000e+00
6.916362180727742270e+01,1.048965822997393271e+00,1.000000000000000000e+00
6.829007414228831863e+01,2.948118478792927100e+00,1.000000000000000000e+00
6.990323668639821619e+01,1.577540261703566760e+00,1.000000000000000000e+00
6.860626257602658029e+01,2.143969745635277757e+00,1.000000000000000000e+00
6.921376677492020235e+01,2.252020573515711277e+00,1.000000000000000000e+00
6.874645821337411178e+01,2.122393617956275236e+00,1.000000000000000000e+00
6.931077281092282760e+01,2.057147459656980093e+00,1.000000000000000000e+00
6.782549547654018340e+01,2.482372632584303407e+00,1.000000000000000000e+00
6.981201259666600833e+01,1.759272923869985572e+00,1.000000000000000000e+00
6.960048416703789087e+01,1.654226707486174064e+00,1.000000000000000000e+00
6.886331045743263246e+01,2.673416612735440623e+00,1.000000000000000000e+00
6.891495601217332023e+01,1.545728072447195789e+00,1.000000000000000000e+00
6.897472761157497700e+01,1.238120799632732139e+00,1.000000000000000000e+00
6.820030732331372292e+01,2.069397104226963879e+00,1.000000000000000000e+00
6.943486156537728959e+01,2.599882124048999543e+00,1.000000000000000000e+00
7.005626061525499892e+01,2.705720535348935307e+00,1.000000000000000000e+00
7.044791033219424037e+01,2.500973167260858609e+00,1.000000000000000000e+00
6.838455953316413627e+01,1.291299953918431109e+00,1.000000000000000000e+00
6.829007414228831863e+01,2.948118478792927100e+00,1.000000000000000000e+00
6.810905725896439833e+01,2.504852426805292076e+00,1.000000000000000000e+00
6.803085257551784082e+01,1.064416620127907498e+00,1.000000000000000000e+00
6.891495601217332023e+01,1.545728072447195789e+00,1.000000000000000000e+00
6.926970386701381699e+01,2.148411110086320797e+00,1.000000000000000000e+00
6.932693439836990024e+01,2.197870204134422689e+00,1.000000000000000000e+00
6.845824389773451912e+01,2.498829206457348295e+00,1.000000000000000000e+00
6.924190220369060000e+01,2.624844087677962179e+00,1.000000000000000000e+00
6.990323668639821619e+01,1.577540261703566760e+00,1.000000000000000000e+00
6.886331045743263246e+01,2.673416612735440623e+00,1.000000000000000000e+00
6.907666042260397887e+01,2.730286318301173409e+00,1.000000000000000000e+00
7.040343421707916605e+01,1.616519647387046232e+00,1.000000000000000000e+00
6.861026916885552396e+01,2.656265171163178174e+00,1.000000000000000000e+00
6.861026916885552396e+01,2.656265171163178174e+00,1.000000000000000000e+00
6.916362180727742270e+01,1.048965822997393271e+00,1.000000000000000000e+00
7.037541096742596380e+01,2.997733948734738085e+00,1.000000000000000000e+00
