q, m, likelihood
1.731190235841355616e+02,1.767849458814381380e+00,1.000000000000000000e+00
1.748653822554371686e+02,1.586161784171250089e+00,1.000000000000000000e+00
1.761188377763283768e+02,1.723218683202983215e+00,1.000000000000000000e+00
1.736969099581037597e+02,2.431514804845142486e+00,1.000000000000000000e+00
1.768172746596494562e+02,1.747891341493553963e+00,1.000000000000000000e+00
1.740918142848837249e+02,1.590550822811908516e+00,1.000000000000000000e+00
1.718807829962310336e+02,2.119443685765273422e+00,1.000000000000000000e+00
1.753167095678582257e+02,1.507474150237448018e+00,1.000000000000000000e+00
1.748653822554371686e+02,1.586161784171250089e+00,1.000000000000000000e+00
1.719332629190671184e+02,2.160515614235604787e+00,1.000000000000000000e+00
