q, m, likelihood
1.764506686507725988e+02,2.443958513969869628e+00,1.000000000000000000e+00
1.737314082549031014e+02,1.678783579586968333e+00,1.000000000000000000e+00
1.754453154430417214e+02,1.712747411056799729e+00,1.000000000000000000e+00
1.764671319804292864e+02,2.145336788450259213e+00,1.000000000000000000e+00
1.764752778595730831e+02,2.387514756422664419e+00,1.000000000000000000e+00
1.710793031205553802e+02,1.822240697735832304e+00,1.000000000000000000e+00
1.750030995826929825e+02,1.086787429417952922e+00,1.000000000000000000e+00
1.750030995826929825e+02,1.086787429417952922e+00,1.000000000000000000e+00
1.753167095678582257e+02,1.507474150237448018e+00,1.000000000000000000e+00
1.750030995826929825e+02,1.086787429417952922e+00,1.000000000000000000e+00
1.732948557914184278e+02,1.540752678303438650e+00,1.000000000000000000e+00
1.757053786426161537e+02,2.489759426108530072e+00,1.000000000000000000e+00
1.784020355011044501e+02,2.042627569150248235e+00,1.000000000000000000e+00
1.741600003604164897e+02,1.841558669603028831e+00,1.000000000000000000e+00
1.742174420528891403e+02,2.286211802865785181e+00,1.000000000000000000e+00
1.750030995826929825e+02,1.086787429417952922e+00,1.000000000000000000e+00
1.736969099581037597e+02,2.431514804845142486e+00,1.000000000000000000e+00
1.750731948045203694e+02,2.559940608057980072e+00,1.000000000000000000e+00
1.764752778595730831e+02,2.387514756422664419e+00,1.000000000000000000e+00
1.746207873489575775e+02,1.652343357812996905e+00,1.000000000000000000e+00
1.765038677109668868e+02,2.055027834394415276e+00,1.000000000000000000e+00
1.732579348757383855e+02,1.547726484186572993e+00,1.000000000000000000e+00
1.731684098825401179e+02,1.362573221473415863e+00,1.000000000000000000e+00
1.736969099581037597e+02,2.431514804845142486e+00,1.000000000000000000e+00
1.719639456628808034e+02,2.778885902944675301e+00,1.000000000000000000e+00
1.750731948045203694e+02,2.559940608057980072e+00,1.000000000000000000e+00
1.784477317961697622e+02,1.724056458450824891e+00,1.000000000000000000e+00
1.762221948924225785e+02,1.534242240855207440e+00,1.000000000000000000e+00
1.736370985360272243e+02,2.114186405791769197e+00,1.000000000000000000e+00
1.747785771159355477e+02,2.999248455748497744e+00,1.000000000000000000e+00
1.737695972219281657e+02,2.993485857040562248e+00,1.000000000000000000e+00
1.757995605300615694e+02,2.565987114390523516e+00,1.000000000000000000e+00
1.742174420528891403e+02,2.286211802865785181e+00,1.000000000000000000e+00
1.736969099581037597e+02,2.431514804845142486e+00,1.000000000000000000e+00
1.731190235841355616e+02,1.767849458814381380e+00,1.000000000000000000e+00
1.762990078874717881e+02,2.042961015480835307e+00,1.000000000000000000e+00
1.764483675542434469e+02,1.935814454121789874e+00,1.000000000000000000e+00
1.752840787238028497e+02,2.534159256949352290e+00,1.000000000000000000e+00
1.731752553538073300e+02,1.660989708701008150e+00,1.000000000000000000e+00
1.736370985360272243e+02,2.114186405791769197e+00,1.000000000000000000e+00
1.749007107450671299e+02,2.436521615975062893e+00,1.000000000000000000e+00
1.762364711440562246e+02,2.233246553668499779e+00,1.000000000000000000e+00
1.784020355011044501e+02,2.042627569150248235e+00,1.000000000000000000e+00
1.757995605300615694e+02,2.565987114390523516e+00,1.000000000000000000e+00
1.750030995826929825e+02,1.086787429417952922e+00,1.000000000000000000e+00
1.743520121670467233e+02,1.616269420811069502e+00,1.000000000000000000e+00
1.719639456628808034e+02,2.778885902944675301e+00,1.000000000000000000e+00
1.731684098825401179e+02,1.362573221473415863e+00,1.000000000000000000e+00
1.748767252271744610e+02,1.393902063293903648e+00,1.000000000000000000e+00
1.748691498486478508e+02,2.709701392071231396e+00,1.000000000000000000e+00
1.749007107450671299e+02,2.436521615975062893e+00,1.000000000000000000e+00
1.770179024730243498e+02,1.718200042924697968e+00,1.000000000000000000e+00
1.758574789738189850e+02,2.175475480222004432e+00,1.000000000000000000e+00
1.755724898218057035e+02,2.369144736411468166e+00,1.000000000000000000e+00
1.746989743945263456e+02,2.527854968034909611e+00,1.000000000000000000e+00
1.784477317961697622e+02,1.724056458450824891e+00,1.000000000000000000e+00
1.744255687913363886e+02,1.585613577098907934e+00,1.000000000000000000e+00
1.752840787238028497e+02,2.534159256949352290e+00,1.000000000000000000e+00
1.764752778595730831e+02,2.387514756422664419e+00,1.000000000000000000e+00
1.775763781826482273e+02,2.212424217819572103e+00,1.000000000000000000e+00
1.736370985360272243e+02,2.114186405791769197e+00,1.000000000000000000e+00
1.730863646053130651e+02,2.366337743932851456e+00,1.000000000000000000e+00
1.791408424835914843e+02,2.498629034273416316e+00,1.000000000000000000e+00
1.761188377763283768e+02,1.723218683202983215e+00,1.000000000000000000e+00
1.767516133830626188e+02,1.488016335224040976e+00,1.000000000000000000e+00
1.762221948924225785e+02,1.534242240855207440e+00,1.000000000000000000e+00
1.791775511144023483e+02,1.301389869774536079e+00,1.000000000000000000e+00
1.767516133830626188e+02,1.488016335224040976e+00,1.000000000000000000e+00
1.757053786426161537e+02,2.489759426108530072e+00,1.000000000000000000e+00
1.757053786426161537e+02,2.489759426108530072e+00,1.000000000000000000e+00
1.772212247398745433e+02,1.091779195766757526e+00,1.000000000000000000e+00
1.770179024730243498e+02,1.718200042924697968e+00,1.000000000000000000e+00
1.710793031205553802e+02,1.822240697735832304e+00,1.000000000000000000e+00
1.749007107450671299e+02,2.436521615975062893e+00,1.000000000000000000e+00
1.745600794684881123e+02,1.979809674941674480e+00,1.000000000000000000e+00
1.764483675542434469e+02,1.935814454121789874e+00,1.000000000000000000e+00
1.741689993540809667e+02,2.770193268822298105e+00,1.000000000000000000e+00
1.768068358158799072e+02,1.703577000040732425e+00,1.000000000000000000e+00
1.767574081608411234e+02,2.732446862153671496e+00,1.000000000000000000e+00
1.757995605300615694e+02,2.565987114390523516e+00,1.000000000000000000e+00
1.741600003604164897e+02,1.841558669603028831e+00,1.000000000000000000e+00
1.740317738503196665e+02,2.432855285341866569e+00,1.000000000000000000e+00
1.754453154430417214e+02,1.712747411056799729e+00,1.000000000000000000e+00
1.748653822554371686e+02,1.586161784171250089e+00,1.000000000000000000e+00
1.775763781826482273e+02,2.212424217819572103e+00,1.000000000000000000e+00
1.731752553538073300e+02,1.660989708701008150e+00,1.000000000000000000e+00
1.749007107450671299e+02,2.436521615975062893e+00,1.000000000000000000e+00
1.765204871013489196e+02,1.578158610509439841e+00,1.000000000000000000e+00
1.762990078874717881e+02,2.042961015480835307e+00,1.000000000000000000e+00
1.771558304917828650e+02,2.700252639067522331e+00,1.000000000000000000e+00
