q, m, likelihood
5.730186975456502019e+00,1.425822346794912043e+00,1.000000000000000000e+00
5.775364334526134513e+00,2.929741735311881534e+00,1.000000000000000000e+00
6.062266752136214798e+00,2.685035524139183671e+00,1.000000000000000000e+00
5.797204206914274849e+00,1.145632819284414294e+00,1.000000000000000000e+00
5.811967667123221659e+00,2.812252979289288746e+00,1.000000000000000000e+00
5.843223745531171964e+00,2.394017217328708647e+00,1.000000000000000000e+00
5.900421454339086935e+00,2.980827997778074057e+00,1.000000000000000000e+00
5.776655897960340624e+00,1.628183605218207930e+00,1.000000000000000000e+00
5.977875464849437215e+00,2.622679782358023903e+00,1.000000000000000000e+00
5.702413675690895190e+00,1.674585715227929539e+00,1.000000000000000000e+00
5.698622481880902590e+00,2.974367619477300551e+00,1.000000000000000000e+00
5.867073994008996429e+00,1.352453984700286549e+00,1.000000000000000000e+00
5.860709729228323006e+00,2.792660159044736190e+00,1.000000000000000000e+00
5.697307183426759458e+00,2.217687020304369483e+00,1.000000000000000000e+00
5.793652155264132020e+00,1.687634041923331329e+00,1.000000000000000000e+00
5.903467736145094236e+00,1.166348863789393508e+00,1.000000000000000000e+00
5.922442633164521908e+00,2.363345313418880878e+00,1.000000000000000000e+00
5.803482192677625662e+00,2.879103703784616108e+00,1.000000000000000000e+00
5.926883365053072339e+00,1.718527052266954902e+00,1.000000000000000000e+00
5.805805856359620876e+00,2.825176185224074210e+00,1.000000000000000000e+00
5.818498392230871730e+00,2.364448561197792564e+00,1.000000000000000000e+00
5.720458850131961981e+00,1.033218449086118484e+00,1.000000000000000000e+00
5.791924568478418855e+00,2.828453954849980523e+00,1.000000000000000000e+00
5.914463198510986786e+00,2.876426632722913546e+00,1.000000000000000000e+00
5.803744594300123794e+00,1.283176774642114326e+00,1.000000000000000000e+00
6.013497546930287818e+00,1.865472813409131403e+00,1.000000000000000000e+00
5.827748879809543148e+00,1.046070677139543603e+00,1.000000000000000000e+00
6.170294264532602213e+00,2.739478384724137960e+00,1.000000000000000000e+00
5.778414271052333184e+00,1.691850675342272625e+00,1.000000000000000000e+00
5.833132546877784819e+00,1.862974835482161584e+00,1.000000000000000000e+00
5.805805856359620876e+00,2.825176185224074210e+00,1.000000000000000000e+00
5.811967667123221659e+00,2.812252979289288746e+00,1.000000000000000000e+00
5.720458850131961981e+00,1.033218449086118484e+00,1.000000000000000000e+00
5.775598922482192421e+00,1.533966273857779283e+00,1.000000000000000000e+00
5.968522908400797355e+00,2.612073159009983492e+00,1.000000000000000000e+00
5.798691485172938087e+00,2.596618759269558652e+00,1.000000000000000000e+00
5.775364334526134513e+00,2.929741735311881534e+00,1.000000000000000000e+00
5.935027565964268170e+00,2.447837581227218173e+00,1.000000000000000000e+00
5.797204206914274849e+00,1.145632819284414294e+00,1.000000000000000000e+00
5.965793731318091098e+00,1.400993732105153544e+00,1.000000000000000000e+00
5.720458850131961981e+00,1.033218449086118484e+00,1.000000000000000000e+00
5.702413675690895190e+00,1.674585715227929539e+00,1.000000000000000000e+00
5.720458850131961981e+00,1.033218449086118484e+00,1.000000000000000000e+00
5.803482192677625662e+00,2.879103703784616108e+00,1.000000000000000000e+00
5.790503706191556965e+00,1.071302592677375154e+00,1.000000000000000000e+00
5.776055871722517665e+00,2.128150867172797778e+00,1.000000000000000000e+00
5.914463198510986786e+00,2.876426632722913546e+00,1.000000000000000000e+00
5.860220817159950357e+00,1.493322268348260762e+00,1.000000000000000000e+00
5.926883365053072339e+00,1.718527052266954902e+00,1.000000000000000000e+00
5.922164410155307479e+00,2.864069661803894995e+00,1.000000000000000000e+00
5.730186975456502019e+00,1.425822346794912043e+00,1.000000000000000000e+00
5.797204206914274849e+00,1.145632819284414294e+00,1.000000000000000000e+00
5.889403763685923998e+00,2.380701969124842332e+00,1.000000000000000000e+00
5.938200282076968151e+00,2.703960669001784112e+00,1.000000000000000000e+00
5.861901356246499439e+00,2.806780219305113455e+00,1.000000000000000000e+00
5.808797278236490946e+00,1.808619605550171539e+00,1.000000000000000000e+00
5.776055871722517665e+00,2.128150867172797778e+00,1.000000000000000000e+00
5.978282582238398923e+00,2.073239298860768187e+00,1.000000000000000000e+00
5.776655897960340624e+00,1.628183605218207930e+00,1.000000000000000000e+00
5.922442633164521908e+00,2.363345313418880878e+00,1.000000000000000000e+00
5.987625675917236379e+00,1.119102956824289397e+00,1.000000000000000000e+00
5.827748879809543148e+00,1.046070677139543603e+00,1.000000000000000000e+00
5.860709729228323006e+00,2.792660159044736190e+00,1.000000000000000000e+00
5.811967667123221659e+00,2.812252979289288746e+00,1.000000000000000000e+00
5.769322943744022325e+00,2.649137493774467167e+00,1.000000000000000000e+00
5.979087461145416782e+00,2.184115894657172152e+00,1.000000000000000000e+00
5.938200282076968151e+00,2.703960669001784112e+00,1.000000000000000000e+00
6.218070836932050760e+00,1.963176684266207950e+00,1.000000000000000000e+00
5.987625675917236379e+00,1.119102956824289397e+00,1.000000000000000000e+00
5.938200282076968151e+00,2.703960669001784112e+00,1.000000000000000000e+00
5.894741692457301063e+00,2.209013218509752186e+00,1.000000000000000000e+00
5.793652155264132020e+00,1.687634041923331329e+00,1.000000000000000000e+00
5.914463198510986786e+00,2.876426632722913546e+00,1.000000000000000000e+00
5.884152345979043019e+00,1.970711272415061055e+00,1.000000000000000000e+00
5.818498392230871730e+00,2.364448561197792564e+00,1.000000000000000000e+00
5.805805856359620876e+00,2.825176185224074210e+00,1.000000000000000000e+00
5.922164410155307479e+00,2.864069661803894995e+00,1.000000000000000000e+00
5.965793731318091098e+00,1.400993732105153544e+00,1.000000000000000000e+00
5.683541630454875815e+00,1.438476216931535934e+00,1.000000000000000000e+00
5.935166402184527179e+00,2.143870727077201721e+00,1.000000000000000000e+00
5.861901356246499439e+00,2.806780219305113455e+00,1.000000000000000000e+00
5.827691915351637775e+00,1.020381467522953223e+00,1.000000000000000000e+00
5.656462759496994508e+00,2.265874779370768533e+00,1.000000000000000000e+00
5.776655897960340624e+00,1.628183605218207930e+00,1.000000000000000000e+00
6.062266752136214798e+00,2.685035524139183671e+00,1.000000000000000000e+00
5.977875464849437215e+00,2.622679782358023903e+00,1.000000000000000000e+00
5.803027470745543148e+00,1.375954619417433022e+00,1.000000000000000000e+00
5.683541630454875815e+00,1.438476216931535934e+00,1.000000000000000000e+00
5.740850867557053760e+00,1.491230814321648390e+00,1.000000000000000000e+00
5.805805856359620876e+00,2.825176185224074210e+00,1.000000000000000000e+00
5.652206561767539661e+00,2.117533996325134282e+00,1.000000000000000000e+00
5.880022436381675099e+00,2.336632338810100684e+00,1.000000000000000000e+00
5.888347677673230862e+00,1.476647480654273537e+00,1.000000000000000000e+00
5.987625675917236379e+00,1.119102956824289397e+00,1.000000000000000000e+00
5.791924568478418855e+00,2.828453954849980523e+00,1.000000000000000000e+00
5.888347677673230862e+00,1.476647480654273537e+00,1.000000000000000000e+00
5.903467736145094236e+00,1.166348863789393508e+00,1.000000000000000000e+00
5.827748879809543148e+00,1.046070677139543603e+00,1.000000000000000000e+00
5.832289885237886828e+00,1.653552414174965124e+00,1.000000000000000000e+00
5.903467736145094236e+00,1.166348863789393508e+00,1.000000000000000000e+00
