mu,sigma,mmin,mmax,log_like,log_detfrac,weight
1.294951235860979821e+00,2.105879112248498775e-01,1.124705434904146983e+00,2.212442435131445784e+00,3.370940277995625678e+01,1.131794877258825105e+00,1.000000000000000000e+00
1.251580583290395454e+00,2.022046217938346657e-01,1.170341626202301200e+00,2.806575929933815772e+00,3.564659850808309471e+01,1.119535583502585974e+00,1.000000000000000000e+00
1.070900709215880209e+00,4.041014082018003495e-01,1.013413895505090867e+00,2.144354538881808381e+00,2.764297666559533795e+01,1.130624827888512041e+00,1.000000000000000000e+00
1.178016260733682596e+00,1.886371626815545599e-01,1.176669101078569035e+00,2.651872796024569379e+00,3.504624639747407144e+01,1.043187884541857624e+00,1.000000000000000000e+00
1.227055913205073345e+00,4.422959957676342313e-01,1.119424857649624405e+00,1.726614334453554500e+00,3.091698758782967360e+01,1.147967599572227382e+00,1.000000000000000000e+00
1.360699377633564522e+00,1.418932730171674761e-01,1.162776071445988935e+00,2.258734936907255353e+00,3.401866642463232182e+01,1.156436680247098892e+00,1.000000000000000000e+00
1.368784716827520898e+00,1.536595532994609326e-01,1.073713348812652901e+00,2.760976485544968995e+00,3.275291958371121837e+01,1.148967240664162226e+00,1.000000000000000000e+00
1.295299168770855047e+00,1.393675545084040457e-01,1.159497563469123804e+00,2.302906481844915199e+00,3.454857280633537187e+01,1.089379752791212130e+00,1.000000000000000000e+00
1.225371770441816111e+00,2.269770449016985103e-01,1.164526469596995684e+00,2.241547739051060972e+00,3.556870329235930228e+01,1.119785968431043388e+00,1.000000000000000000e+00
1.204890013206153299e+00,1.732882541721957326e-01,1.167200353243240674e+00,2.487211602569293412e+00,3.499684265140943040e+01,1.049915734480505458e+00,1.000000000000000000e+00
1.390499587154565120e+00,2.379954857704155435e-01,1.158536463874807021e+00,2.898840334209122460e+00,3.090709981046977006e+01,1.238404225427276462e+00,1.000000000000000000e+00
1.243324114118363743e+00,1.585206789700673302e-01,1.174233342594114937e+00,2.878531249481366405e+00,3.474266290624479581e+01,1.068234479383493252e+00,1.000000000000000000e+00
1.261969963329537814e+00,1.110774269832566663e+00,1.109650157937303927e+00,1.678805961189315354e+00,3.023156854327278609e+01,1.147858983005960454e+00,1.000000000000000000e+00
1.189487444687491235e+00,5.596025529103297869e-01,1.049919396928350235e+00,1.829661603928033564e+00,2.811250662025035041e+01,1.174246171591220689e+00,1.000000000000000000e+00
1.335375994472356220e+00,1.670420327288248685e-01,1.094067547200858304e+00,2.384558362345318816e+00,3.340123357505727597e+01,1.120596401040838908e+00,1.000000000000000000e+00
1.307850127268494367e+00,1.609113483791755062e-01,1.149904902930253048e+00,2.731307422679278396e+00,3.466269914145747322e+01,1.117880561824850183e+00,1.000000000000000000e+00
1.264545183341168944e+00,1.741029087114220331e-01,1.132914587539258777e+00,1.909116509001581807e+00,3.423048362968362568e+01,1.077447088085095039e+00,1.000000000000000000e+00
1.232805762301045549e+00,1.850349725039819593e-01,1.161892529767881710e+00,2.251596138191844343e+00,3.533446526918734776e+01,1.084974622228163321e+00,1.000000000000000000e+00
1.340597250582674649e+00,1.390007602265450337e-01,1.144140677790112637e+00,2.823541538297336562e+00,3.408079218402910726e+01,1.131839055660706750e+00,1.000000000000000000e+00
1.270546395027829067e+00,2.516098109098692248e-01,1.148831721216373447e+00,2.579362158887811507e+00,3.363137100818715908e+01,1.169810193819252220e+00,1.000000000000000000e+00
1.244143729959291900e+00,1.916399126731452296e-01,1.172067440482202239e+00,2.049118161595409493e+00,3.559175217171374328e+01,1.104188917635842371e+00,1.000000000000000000e+00
1.424585832169631638e+00,2.184538186821727290e-01,1.114020137120960596e+00,2.289871694768943478e+00,2.949807324501851724e+01,1.235405119092244597e+00,1.000000000000000000e+00
1.153452382681409372e+00,2.601878110837711477e-01,1.136264317370244692e+00,2.318938120865246866e+00,3.411826759413782639e+01,1.103650765271901202e+00,1.000000000000000000e+00
1.314957871618272600e+00,2.908780436108376333e-01,1.142266300053416117e+00,1.981540224877623491e+00,3.151147535000631805e+01,1.216244591497905869e+00,1.000000000000000000e+00
1.192029684525940381e+00,2.598160512771854336e-01,1.141031504938447627e+00,2.743770065669916214e+00,3.409676658169730956e+01,1.128144526149215343e+00,1.000000000000000000e+00
1.337840380327788292e+00,1.124839745591165868e-01,1.123822757860884369e+00,2.639185042772546730e+00,3.274791765252776798e+01,1.115396504947292700e+00,1.000000000000000000e+00
1.239288675423513286e+00,1.717130592530990707e-01,1.156299765421940906e+00,2.456847271906206664e+00,3.474917119480414129e+01,1.074553320672599677e+00,1.000000000000000000e+00
1.738522513360330146e+00,1.861428816635054773e+00,1.027318479935969142e+00,1.752421124963313925e+00,2.639942795649523433e+01,1.171113982729583114e+00,1.000000000000000000e+00
1.202330811647389863e+00,1.445635681218008894e+00,1.125473961498695052e+00,1.656440530600400862e+00,3.153457851490049890e+01,1.154755264014007299e+00,1.000000000000000000e+00
1.319967625710956938e+00,1.044961900557043605e-01,1.077935194297835686e+00,1.817415679534984285e+00,3.106369263798284663e+01,1.084458678863040371e+00,1.000000000000000000e+00
1.191246169313281422e+00,2.356593436009945530e-01,1.161864783013137448e+00,1.934355749137568470e+00,3.535105870074823997e+01,1.112417120731644671e+00,1.000000000000000000e+00
1.280405008013274060e+00,2.052639205605496509e-01,1.171146342327158196e+00,2.529669574524254561e+00,3.530970108930169715e+01,1.139560499128221771e+00,1.000000000000000000e+00
1.167915134118490572e+00,2.596564053755999191e-01,1.104871028132900390e+00,2.481591318702162319e+00,3.303845406176992583e+01,1.073457407517160567e+00,1.000000000000000000e+00
1.236402260316106005e+00,1.612171239478502605e-01,1.174894247099682376e+00,2.267392023090875064e+00,3.493004808401728667e+01,1.054712971968086110e+00,1.000000000000000000e+00
1.186932461342177225e+00,2.658509577730201467e-01,1.122219032632741254e+00,2.892112942329917669e+00,3.347234040936455557e+01,1.112088131306658401e+00,1.000000000000000000e+00
1.284950693998022864e+00,1.642451224768334828e-01,1.139200521317679904e+00,1.820774167493826701e+00,3.428668469438657951e+01,1.092471659284326879e+00,1.000000000000000000e+00
1.157398675243975550e+00,3.560676331907463021e-01,1.111718539230044156e+00,2.430295178851949345e+00,3.115993189429209309e+01,1.173843841228980001e+00,1.000000000000000000e+00
1.300845452146068171e+00,1.757452157991827579e-01,1.111504010511258134e+00,1.971146282091788882e+00,3.388874898840091276e+01,1.095341607280174712e+00,1.000000000000000000e+00
1.232372193229199997e+00,3.169996760943305514e-01,1.155268278207279398e+00,2.245972013208343387e+00,3.238590905036618040e+01,1.211018897062598576e+00,1.000000000000000000e+00
1.302995836099873905e+00,1.627142370807466709e-01,1.150664268623207587e+00,2.479084153566249338e+00,3.469352533445052700e+01,1.116568251670018608e+00,1.000000000000000000e+00
1.397139633331946351e+00,1.215665948338722074e-01,1.111476466671086349e+00,1.790042452431446662e+00,3.129418362785650132e+01,1.184051896581891805e+00,1.000000000000000000e+00
1.357582882067779106e+00,5.518175895627139838e-01,1.090078643137101233e+00,1.654359233714941313e+00,3.098103664225122600e+01,1.125802949654837848e+00,1.000000000000000000e+00
1.317182860680474965e+00,1.528527903051166426e-01,1.082357725494317524e+00,2.480591514134143694e+00,3.334953409748800368e+01,1.092190085280649647e+00,1.000000000000000000e+00
1.179139881788322297e+00,4.885163162409616455e-01,1.094828914616138293e+00,1.984315538604984663e+00,2.816939892445965299e+01,1.231920814937081499e+00,1.000000000000000000e+00
1.200127152637471717e+00,1.968323828049904911e-01,1.172104254257402278e+00,1.894870328671260928e+00,3.550991122237141440e+01,1.081343021294286499e+00,1.000000000000000000e+00
1.263847644752280841e+00,2.059152901317058415e-01,1.171416892383785102e+00,1.893422564390839558e+00,3.542416267980003397e+01,1.128584850047879451e+00,1.000000000000000000e+00
1.323007475828356094e+00,1.904655519031024369e-01,1.166872755554050123e+00,2.147093898724323768e+00,3.477547609837773024e+01,1.154270365345334337e+00,1.000000000000000000e+00
1.283171651020780457e+00,2.188218350582049054e-01,1.165125847844923568e+00,2.950655893661349616e+00,3.496585230989205684e+01,1.149561417247408679e+00,1.000000000000000000e+00
1.290966558299915912e+00,1.690141197775809900e-01,1.179468498818101674e+00,1.866173533942911966e+00,3.383089558459221280e+01,1.113286867054204876e+00,1.000000000000000000e+00
1.165904537835993127e+00,2.296783753089962354e-01,1.140364367687626501e+00,2.553371464482895981e+00,3.424491889218364093e+01,1.080628451463222506e+00,1.000000000000000000e+00
1.315546428213576702e+00,2.118722295206036943e-01,1.024611113437963406e+00,2.808210965518095126e+00,3.142187892706181529e+01,1.120088823251199184e+00,1.000000000000000000e+00
1.214550051225385285e+00,2.648011542017286724e-01,1.158193412400640554e+00,2.321352223512128443e+00,3.449673165389771867e+01,1.154026899096491032e+00,1.000000000000000000e+00
1.280963710458185245e+00,2.358643115961959746e-01,1.144699703010138903e+00,2.538389192864078048e+00,3.377771310083353029e+01,1.159285768365693858e+00,1.000000000000000000e+00
1.277137122832652905e+00,2.061591145339221887e-01,1.176910515357649345e+00,2.475623910029911556e+00,3.468756935512703876e+01,1.133803146319325439e+00,1.000000000000000000e+00
1.294168178059647900e+00,1.474682489260547291e-01,1.166328276079555248e+00,2.802685805748398540e+00,3.514976774912447866e+01,1.095544911547670308e+00,1.000000000000000000e+00
1.327823027054966687e+00,1.622449795773055758e-01,1.173906121847613226e+00,1.916396783090938083e+00,3.459100649233222668e+01,1.142334261798955808e+00,1.000000000000000000e+00
1.274230891469403826e+00,1.976721871659561369e-01,1.153177244420675596e+00,1.952794764891131019e+00,3.484878660771597225e+01,1.124211088185442575e+00,1.000000000000000000e+00
1.282665230488915231e+00,2.329451005980803513e-01,1.038410190143773448e+00,2.597119665659580967e+00,3.119693435790361136e+01,1.111911884534177775e+00,1.000000000000000000e+00
1.256845067900333568e+00,2.399680513248945990e-01,1.101016388438432747e+00,2.163275577124164073e+00,3.293765352172102467e+01,1.111612675936733297e+00,1.000000000000000000e+00
1.150937063339829258e+00,2.383152114067439986e-01,1.135153764966924550e+00,1.925088300204046643e+00,3.400652257899518816e+01,1.074465079024814251e+00,1.000000000000000000e+00
1.232084063614378833e+00,2.818301238089157001e-01,1.147855652343960919e+00,2.233483844287845965e+00,3.331936963500972837e+01,1.176630250946668621e+00,1.000000000000000000e+00
1.372970344534954146e+00,1.191153886692504354e-01,1.045632791544157225e+00,2.025243918308741176e+00,3.231690508604309287e+01,1.153861459058707073e+00,1.000000000000000000e+00
1.179967393397632680e+00,2.801067717616210762e-01,1.143548893673310030e+00,2.199473566345147013e+00,3.393012673586139272e+01,1.142297355185692753e+00,1.000000000000000000e+00
1.268684220154516540e+00,2.216415128728579931e-01,1.167281581583011763e+00,2.725099112079119479e+00,3.516396182316412933e+01,1.144704206220332976e+00,1.000000000000000000e+00
1.249938254119351777e+00,2.900355194502149958e-01,1.077264446643293461e+00,2.185870458835835528e+00,3.093393572012207215e+01,1.152027113849281692e+00,1.000000000000000000e+00
1.234209413229669483e+00,2.001367198504723222e-01,1.122402181728639148e+00,1.983370016103765288e+00,3.382602081939613470e+01,1.074187243768649935e+00,1.000000000000000000e+00
1.149582768461347770e+00,3.432300542419014500e-01,1.127363906719084596e+00,2.323555576962837321e+00,3.204817033127956449e+01,1.175636942637304339e+00,1.000000000000000000e+00
1.139780428754690655e+00,2.095285342886113455e-01,1.125584189946945868e+00,2.468267343743468345e+00,3.265173086843280004e+01,1.025412113781442702e+00,1.000000000000000000e+00
1.284921348018020604e+00,1.819980049353825957e-01,1.150647619912263497e+00,1.831664630745821087e+00,3.467201443755580925e+01,1.117143366674620886e+00,1.000000000000000000e+00
1.204285728582224824e+00,2.175116708006260002e-01,1.100415725147787516e+00,2.435216761197344315e+00,3.295967971422612663e+01,1.049090250667555679e+00,1.000000000000000000e+00
1.226884218384328706e+00,3.178081023662305826e-01,1.162069478241346321e+00,2.350573537498728882e+00,3.259663872652370031e+01,1.213332142268225056e+00,1.000000000000000000e+00
1.225140293262086066e+00,1.741565546475813964e-01,1.129856345355727543e+00,1.895087864457495774e+00,3.339264543429605681e+01,1.042279200050165944e+00,1.000000000000000000e+00
1.346944804823344333e+00,1.152976194085047756e-01,1.088317728101196202e+00,1.815477645758762026e+00,3.272613455027666163e+01,1.122239165414770978e+00,1.000000000000000000e+00
1.181546986967964674e+00,2.470978086775717508e-01,1.145851898525716006e+00,1.787996024828479857e+00,3.415065288404196053e+01,1.106833155644684874e+00,1.000000000000000000e+00
1.247509729251047306e+00,2.741590547051611648e-01,1.154180976351341315e+00,2.052444464734656471e+00,3.355789537855743276e+01,1.180751060107286143e+00,1.000000000000000000e+00
1.321820171260656540e+00,2.011736591085882264e-01,1.171413759576640734e+00,2.847259484469418567e+00,3.450104327742264587e+01,1.165608024593504100e+00,1.000000000000000000e+00
1.357059227418621949e+00,1.602799682395509850e-01,1.176072280545437998e+00,2.433579706852647462e+00,3.351458029740593503e+01,1.161165341639244009e+00,1.000000000000000000e+00
1.297337774797581389e+00,1.711315943744396995e-01,1.165027428338881510e+00,2.528603833611978491e+00,3.542662777036373711e+01,1.116913661235056976e+00,1.000000000000000000e+00
1.341820431462291907e+00,1.331802134163943552e-01,1.141204739068819363e+00,2.675911257840059676e+00,3.389346977104236913e+01,1.130297767464950809e+00,1.000000000000000000e+00
1.424380652035299510e+00,3.482400361515733955e-01,1.126392357927836763e+00,1.701709721513264384e+00,3.022668582531790449e+01,1.175553663696499385e+00,1.000000000000000000e+00
1.377470375063351238e+00,1.189276307493100926e-01,1.081175805434377857e+00,2.360117598883748169e+00,3.220924940069833298e+01,1.160450902335988799e+00,1.000000000000000000e+00
1.205825569625085913e+00,3.207139659255928699e-01,1.130836992645213313e+00,1.933735774896455872e+00,3.240736121095892486e+01,1.169552248596166466e+00,1.000000000000000000e+00
1.248965218177093384e+00,2.217261720649811307e-01,1.138266691321116575e+00,2.125997041222662531e+00,3.426770175243530048e+01,1.121627635086267505e+00,1.000000000000000000e+00
1.221816880125518034e+00,7.402681937687778380e-01,1.129367976698986142e+00,1.735507479986114543e+00,2.985105525910425683e+01,1.183668707005028020e+00,1.000000000000000000e+00
1.220288673400827584e+00,1.029622147452901482e+00,1.167764803649126604e+00,1.664440956801238158e+00,3.238513066752796021e+01,1.176474721158262682e+00,1.000000000000000000e+00
1.220964213731439152e+00,1.198201538059063598e+00,1.141359980083374248e+00,1.662856862015317017e+00,3.168779781906592419e+01,1.166237602476814628e+00,1.000000000000000000e+00
1.241874480623265109e+00,2.289034875139107639e-01,1.141964750586381694e+00,1.958817291084592682e+00,3.433108961086290378e+01,1.122515586534520882e+00,1.000000000000000000e+00
1.191163010629056940e+00,2.089520844103392172e-01,1.151303699469429676e+00,2.312053440723225162e+00,3.471125616311496032e+01,1.083647394380783613e+00,1.000000000000000000e+00
1.362802232554965132e+00,1.135335722750106802e-01,1.113334518871162304e+00,1.813831832010908807e+00,3.251405702238235307e+01,1.145483897480078728e+00,1.000000000000000000e+00
1.349625493333521664e+00,1.765252219238543363e-01,1.166618570652886211e+00,2.414310798375145506e+00,3.429199453723607149e+01,1.164937803655811566e+00,1.000000000000000000e+00
1.206390703716547330e+00,2.293973530293331176e-01,1.177449118239254133e+00,2.302681271527904805e+00,3.514968071246565984e+01,1.113344583284652467e+00,1.000000000000000000e+00
1.200723890928602211e+00,6.600463650417205397e-01,1.111801257125718978e+00,1.677475117505259350e+00,3.078067845103073807e+01,1.138158289803967493e+00,1.000000000000000000e+00
